Market,Status,Order ID,URL,Order Created,Delivery Date ,Dispensary Name,Dispensary Location,Stock Location,License Number,Product Name,Product Category,Batch #/SKU,Strain,THC,THC-A,Measure,Pull Number,Quantity,Unit Price Net,Stock Quantity,,Net Sales,Month,Quarter,Year
Cann,shipped,167961,https://app.leaf.trade/dashboard/vendor/204/orders/167961/,10/13/21,10/18/21,Rise Illinois,Joliet - Rock Creek Blvd - MED,CANN Vault,280.000011-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,16,$12.00 ,0,,$192.00 ,10,4,2021
Cann,shipped,167979,https://app.leaf.trade/dashboard/vendor/204/orders/167979/,10/13/21,10/18/21,Ascend IL(Chicago),Logan Square - MED,CANN Vault,280-000028-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,32,$12.00 ,0,,$384.00 ,10,4,2021
Cann,shipped,167979,https://app.leaf.trade/dashboard/vendor/204/orders/167979/,10/13/21,10/18/21,Ascend IL(Chicago),Logan Square - MED,CANN Vault,280-000028-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4646 0443 4030 3675,,2.291,0,percent,4646 0443 4030 3675,40,$12.00 ,0,,$480.00 ,10,4,2021
Cann,shipped,168018,https://app.leaf.trade/dashboard/vendor/204/orders/168018/,10/13/21,10/18/21,Zen Leaf IL,West Loop - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,32,$12.00 ,0,,$384.00 ,10,4,2021
Cann,shipped,168018,https://app.leaf.trade/dashboard/vendor/204/orders/168018/,10/13/21,10/18/21,Zen Leaf IL,West Loop - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,24,$12.00 ,0,,$288.00 ,10,4,2021
Cann,shipped,168018,https://app.leaf.trade/dashboard/vendor/204/orders/168018/,10/13/21,10/18/21,Zen Leaf IL,West Loop - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,6610 7426 1112 2163,,2.048,0,percent,6610 7426 1112 2163,12,$12.00 ,0,,$144.00 ,10,4,2021
Cann,shipped,168022,https://app.leaf.trade/dashboard/vendor/204/orders/168022/,10/13/21,10/18/21,Sunnyside* Illinois,Elmwood Park - MED,CANN Vault,280-000034-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,24,$12.00 ,0,,$288.00 ,10,4,2021
Cann,shipped,168022,https://app.leaf.trade/dashboard/vendor/204/orders/168022/,10/13/21,10/18/21,Sunnyside* Illinois,Elmwood Park - MED,CANN Vault,280-000034-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,12,$12.00 ,0,,$144.00 ,10,4,2021
Cann,shipped,168022,https://app.leaf.trade/dashboard/vendor/204/orders/168022/,10/13/21,10/18/21,Sunnyside* Illinois,Elmwood Park - MED,CANN Vault,280-000034-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4646 0443 4030 3675,,2.291,0,percent,4646 0443 4030 3675,24,$12.00 ,0,,$288.00 ,10,4,2021
Cann,shipped,168024,https://app.leaf.trade/dashboard/vendor/204/orders/168024/,10/13/21,10/18/21,Sunnyside* Illinois,Wrigleyville - MED,CANN Vault,280-000050-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,12,$12.00 ,0,,$144.00 ,10,4,2021
Cann,shipped,168024,https://app.leaf.trade/dashboard/vendor/204/orders/168024/,10/13/21,10/18/21,Sunnyside* Illinois,Wrigleyville - MED,CANN Vault,280-000050-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,24,$12.00 ,0,,$288.00 ,10,4,2021
Cann,shipped,168024,https://app.leaf.trade/dashboard/vendor/204/orders/168024/,10/13/21,10/18/21,Sunnyside* Illinois,Wrigleyville - MED,CANN Vault,280-000050-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4646 0443 4030 3675,,2.291,0,percent,4646 0443 4030 3675,8,$12.00 ,0,,$96.00 ,10,4,2021
Cann,shipped,168026,https://app.leaf.trade/dashboard/vendor/204/orders/168026/,10/13/21,10/18/21,Sunnyside* Illinois,River North - REC,CANN Vault,AUDO.000053,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,16,$12.00 ,0,,$192.00 ,10,4,2021
Cann,shipped,168026,https://app.leaf.trade/dashboard/vendor/204/orders/168026/,10/13/21,10/18/21,Sunnyside* Illinois,River North - REC,CANN Vault,AUDO.000053,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,12,$12.00 ,0,,$144.00 ,10,4,2021
Cann,shipped,168026,https://app.leaf.trade/dashboard/vendor/204/orders/168026/,10/13/21,10/18/21,Sunnyside* Illinois,River North - REC,CANN Vault,AUDO.000053,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4646 0443 4030 3675,,2.291,0,percent,4646 0443 4030 3675,16,$12.00 ,0,,$192.00 ,10,4,2021
Cann,shipped,168027,https://app.leaf.trade/dashboard/vendor/204/orders/168027/,10/13/21,10/18/21,Sunnyside* Illinois,Rockford - MED,CANN Vault,280.000013-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,8,$12.00 ,0,,$96.00 ,10,4,2021
Cann,shipped,168027,https://app.leaf.trade/dashboard/vendor/204/orders/168027/,10/13/21,10/18/21,Sunnyside* Illinois,Rockford - MED,CANN Vault,280.000013-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,8,$12.00 ,0,,$96.00 ,10,4,2021
Cann,shipped,168030,https://app.leaf.trade/dashboard/vendor/204/orders/168030/,10/13/21,10/18/21,Sunnyside* Illinois,South Beloit - REC,CANN Vault,AUDO.000059,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,28,$12.00 ,0,,$336.00 ,10,4,2021
Cann,shipped,168030,https://app.leaf.trade/dashboard/vendor/204/orders/168030/,10/13/21,10/18/21,Sunnyside* Illinois,South Beloit - REC,CANN Vault,AUDO.000059,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168030,https://app.leaf.trade/dashboard/vendor/204/orders/168030/,10/13/21,10/18/21,Sunnyside* Illinois,South Beloit - REC,CANN Vault,AUDO.000059,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4646 0443 4030 3675,,2.291,0,percent,4646 0443 4030 3675,24,$12.00 ,0,,$288.00 ,10,4,2021
Cann,shipped,168191,https://app.leaf.trade/dashboard/vendor/204/orders/168191/,10/14/21,10/18/21,NuEra,Chicago - MED,CANN Vault,280-000055-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168191,https://app.leaf.trade/dashboard/vendor/204/orders/168191/,10/14/21,10/18/21,NuEra,Chicago - MED,CANN Vault,280-000055-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168191,https://app.leaf.trade/dashboard/vendor/204/orders/168191/,10/14/21,10/18/21,NuEra,Chicago - MED,CANN Vault,280-000055-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4646 0443 4030 3675,,2.291,0,percent,4646 0443 4030 3675,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168193,https://app.leaf.trade/dashboard/vendor/204/orders/168193/,10/14/21,10/18/21,NuEra,Chicago - MED,CANN Vault,280-000055-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,20,$0.00 ,0,,-- ,10,4,2021
Cann,shipped,168193,https://app.leaf.trade/dashboard/vendor/204/orders/168193/,10/14/21,10/18/21,NuEra,Chicago - MED,CANN Vault,280-000055-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,20,$0.00 ,0,,-- ,10,4,2021
Cann,shipped,168193,https://app.leaf.trade/dashboard/vendor/204/orders/168193/,10/14/21,10/18/21,NuEra,Chicago - MED,CANN Vault,280-000055-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4646 0443 4030 3675,,2.291,0,percent,4646 0443 4030 3675,20,$0.00 ,0,,-- ,10,4,2021
Cann,shipped,167962,https://app.leaf.trade/dashboard/vendor/204/orders/167962/,10/13/21,10/19/21,Rise Illinois,Mundelein - MED,CANN Vault,280.000002-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,80,$12.00 ,0,,$960.00 ,10,4,2021
Cann,shipped,167969,https://app.leaf.trade/dashboard/vendor/204/orders/167969/,10/13/21,10/19/21,Rise Illinois,Niles - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,48,$12.00 ,0,,$576.00 ,10,4,2021
Cann,shipped,167969,https://app.leaf.trade/dashboard/vendor/204/orders/167969/,10/13/21,10/19/21,Rise Illinois,Niles - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,92,$12.00 ,0,,"$1,104.00 ",10,4,2021
Cann,shipped,167972,https://app.leaf.trade/dashboard/vendor/204/orders/167972/,10/13/21,10/19/21,Rise Illinois,Village of Lake in the Hills - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,64,$12.00 ,0,,$768.00 ,10,4,2021
Cann,shipped,167972,https://app.leaf.trade/dashboard/vendor/204/orders/167972/,10/13/21,10/19/21,Rise Illinois,Village of Lake in the Hills - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,36,$12.00 ,0,,$432.00 ,10,4,2021
Cann,shipped,168015,https://app.leaf.trade/dashboard/vendor/204/orders/168015/,10/13/21,10/19/21,Enlightened - Cannabis for People,Mount Prospect - REC,CANN Vault,284.000022-AUDO,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168015,https://app.leaf.trade/dashboard/vendor/204/orders/168015/,10/13/21,10/19/21,Enlightened - Cannabis for People,Mount Prospect - REC,CANN Vault,284.000022-AUDO,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168015,https://app.leaf.trade/dashboard/vendor/204/orders/168015/,10/13/21,10/19/21,Enlightened - Cannabis for People,Mount Prospect - REC,CANN Vault,284.000022-AUDO,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,2980 6640 2969 4197,,1.951,0,percent,2980 6640 2969 4197,16,$12.00 ,0,,$192.00 ,10,4,2021
Cann,shipped,168015,https://app.leaf.trade/dashboard/vendor/204/orders/168015/,10/13/21,10/19/21,Enlightened - Cannabis for People,Mount Prospect - REC,CANN Vault,284.000022-AUDO,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,6610 7426 1112 2163,,2.048,0,percent,6610 7426 1112 2163,4,$12.00 ,0,,$48.00 ,10,4,2021
Cann,shipped,168017,https://app.leaf.trade/dashboard/vendor/204/orders/168017/,10/13/21,10/19/21,Sunnyside* Illinois,Buffalo Grove - MED,CANN Vault,280.000016-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,8,$12.00 ,0,,$96.00 ,10,4,2021
Cann,shipped,168017,https://app.leaf.trade/dashboard/vendor/204/orders/168017/,10/13/21,10/19/21,Sunnyside* Illinois,Buffalo Grove - MED,CANN Vault,280.000016-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,8,$12.00 ,0,,$96.00 ,10,4,2021
Cann,shipped,168017,https://app.leaf.trade/dashboard/vendor/204/orders/168017/,10/13/21,10/19/21,Sunnyside* Illinois,Buffalo Grove - MED,CANN Vault,280.000016-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,2980 6640 2969 4197,,1.951,0,percent,2980 6640 2969 4197,4,$12.00 ,0,,$48.00 ,10,4,2021
Cann,shipped,168017,https://app.leaf.trade/dashboard/vendor/204/orders/168017/,10/13/21,10/19/21,Sunnyside* Illinois,Buffalo Grove - MED,CANN Vault,280.000016-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4080 0797 9686 4760,,1.934,0,percent,4080 0797 9686 4760,4,$12.00 ,0,,$48.00 ,10,4,2021
Cann,shipped,168025,https://app.leaf.trade/dashboard/vendor/204/orders/168025/,10/13/21,10/19/21,Sunnyside* Illinois,Naperville - REC,CANN Vault,AUDO.000080,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168025,https://app.leaf.trade/dashboard/vendor/204/orders/168025/,10/13/21,10/19/21,Sunnyside* Illinois,Naperville - REC,CANN Vault,AUDO.000080,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168025,https://app.leaf.trade/dashboard/vendor/204/orders/168025/,10/13/21,10/19/21,Sunnyside* Illinois,Naperville - REC,CANN Vault,AUDO.000080,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4646 0443 4030 3675,,2.291,0,percent,4646 0443 4030 3675,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168019,https://app.leaf.trade/dashboard/vendor/204/orders/168019/,10/13/21,10/20/21,Sunnyside* Illinois,Champaign - MED,CANN Vault,280-000035-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,12,$12.00 ,0,,$144.00 ,10,4,2021
Cann,shipped,168019,https://app.leaf.trade/dashboard/vendor/204/orders/168019/,10/13/21,10/20/21,Sunnyside* Illinois,Champaign - MED,CANN Vault,280-000035-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,8,$12.00 ,0,,$96.00 ,10,4,2021
Cann,shipped,168019,https://app.leaf.trade/dashboard/vendor/204/orders/168019/,10/13/21,10/20/21,Sunnyside* Illinois,Champaign - MED,CANN Vault,280-000035-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4080 0797 9686 4760,,1.934,0,percent,4080 0797 9686 4760,8,$12.00 ,0,,$96.00 ,10,4,2021
Cann,shipped,168020,https://app.leaf.trade/dashboard/vendor/204/orders/168020/,10/13/21,10/20/21,Sunnyside* Illinois,Danville - REC,CANN Vault,AUDO.000056,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168020,https://app.leaf.trade/dashboard/vendor/204/orders/168020/,10/13/21,10/20/21,Sunnyside* Illinois,Danville - REC,CANN Vault,AUDO.000056,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,12,$12.00 ,0,,$144.00 ,10,4,2021
Cann,shipped,168020,https://app.leaf.trade/dashboard/vendor/204/orders/168020/,10/13/21,10/20/21,Sunnyside* Illinois,Danville - REC,CANN Vault,AUDO.000056,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4646 0443 4030 3675,,2.291,0,percent,4646 0443 4030 3675,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168028,https://app.leaf.trade/dashboard/vendor/204/orders/168028/,10/13/21,10/20/21,Sunnyside* Illinois,Schaumburg - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,28,$12.00 ,0,,$336.00 ,10,4,2021
Cann,shipped,168028,https://app.leaf.trade/dashboard/vendor/204/orders/168028/,10/13/21,10/20/21,Sunnyside* Illinois,Schaumburg - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,168028,https://app.leaf.trade/dashboard/vendor/204/orders/168028/,10/13/21,10/20/21,Sunnyside* Illinois,Schaumburg - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,4646 0443 4030 3675,,2.291,0,percent,4646 0443 4030 3675,32,$12.00 ,0,,$384.00 ,10,4,2021
Cann,shipped,167965,https://app.leaf.trade/dashboard/vendor/204/orders/167965/,10/13/21,10/21/21,Rise Illinois,Quincy - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,6610 7426 1112 2163,,2.048,0,percent,6610 7426 1112 2163,16,$12.00 ,0,,$192.00 ,10,4,2021
Cann,shipped,167966,https://app.leaf.trade/dashboard/vendor/204/orders/167966/,10/13/21,10/21/21,Rise Illinois,Effingham - MED,CANN Vault,280-000042-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,24,$12.00 ,0,,$288.00 ,10,4,2021
Cann,shipped,167975,https://app.leaf.trade/dashboard/vendor/204/orders/167975/,10/13/21,10/21/21,Ascend IL,Fairview Heights - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,28,$12.00 ,0,,$336.00 ,10,4,2021
Cann,shipped,167975,https://app.leaf.trade/dashboard/vendor/204/orders/167975/,10/13/21,10/21/21,Ascend IL,Fairview Heights - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,6610 7426 1112 2163,,2.048,0,percent,6610 7426 1112 2163,32,$12.00 ,0,,$384.00 ,10,4,2021
Cann,shipped,167977,https://app.leaf.trade/dashboard/vendor/204/orders/167977/,10/13/21,10/21/21,Ascend IL,Adams Street - MED,CANN Vault,280-000029-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,6610 7426 1112 2163,,2.048,0,percent,6610 7426 1112 2163,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,167978,https://app.leaf.trade/dashboard/vendor/204/orders/167978/,10/13/21,10/21/21,Ascend IL,Horizon Drive - REC,CANN Vault,AUDO.000069,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,28,$12.00 ,0,,$336.00 ,10,4,2021
Cann,shipped,167981,https://app.leaf.trade/dashboard/vendor/204/orders/167981/,10/13/21,10/21/21,Beyond/Hello Illinois,Bloomington - REC,CANN Vault,284000085-AUDO,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,16,$12.00 ,0,,$192.00 ,10,4,2021
Cann,shipped,167981,https://app.leaf.trade/dashboard/vendor/204/orders/167981/,10/13/21,10/21/21,Beyond/Hello Illinois,Bloomington - REC,CANN Vault,284000085-AUDO,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,2980 6640 2969 4197,,1.951,0,percent,2980 6640 2969 4197,16,$12.00 ,0,,$192.00 ,10,4,2021
Cann,shipped,167986,https://app.leaf.trade/dashboard/vendor/204/orders/167986/,10/13/21,10/21/21,Beyond/Hello Illinois,Normal - MED,CANN Vault,280-000045-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,2980 6640 2969 4197,,1.951,0,percent,2980 6640 2969 4197,4,$12.00 ,0,,$48.00 ,10,4,2021
Cann,shipped,167988,https://app.leaf.trade/dashboard/vendor/204/orders/167988/,10/13/21,10/21/21,Beyond/Hello Illinois,Sauget - MED,CANN Vault,280-000043-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,167988,https://app.leaf.trade/dashboard/vendor/204/orders/167988/,10/13/21,10/21/21,Beyond/Hello Illinois,Sauget - MED,CANN Vault,280-000043-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,8,$12.00 ,0,,$96.00 ,10,4,2021
Cann,shipped,167988,https://app.leaf.trade/dashboard/vendor/204/orders/167988/,10/13/21,10/21/21,Beyond/Hello Illinois,Sauget - MED,CANN Vault,280-000043-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,2980 6640 2969 4197,,1.951,0,percent,2980 6640 2969 4197,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,167993,https://app.leaf.trade/dashboard/vendor/204/orders/167993/,10/13/21,10/21/21,Beyond/Hello Illinois,Beyond Hello Sauget (Mississippi Ave) - REC,CANN Vault,AUDO.000079,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,4,$12.00 ,0,,$48.00 ,10,4,2021
Cann,shipped,169611,https://app.leaf.trade/dashboard/vendor/204/orders/169611/,10/19/21,10/21/21,Rise Illinois,Quincy - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,2980 6640 2969 4197,,1.951,0,percent,2980 6640 2969 4197,16,$12.00 ,0,,$192.00 ,10,4,2021
Cann,shipped,169616,https://app.leaf.trade/dashboard/vendor/204/orders/169616/,10/19/21,10/21/21,Rise Illinois,Effingham - MED,CANN Vault,280-000042-DISP,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,24,$12.00 ,0,,$288.00 ,10,4,2021
Cann,shipped,169259,https://app.leaf.trade/dashboard/vendor/204/orders/169259/,10/19/21,10/22/21,Nature's Care,West Loop - REC,CANN Vault,AUDO.000064,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,169259,https://app.leaf.trade/dashboard/vendor/204/orders/169259/,10/19/21,10/22/21,Nature's Care,West Loop - REC,CANN Vault,AUDO.000064,"Cann 8oz Social Tonic (6 Pack) 36mg - Grapefruit Rosemary (36mg, case of 4)",Beverages,1638 2968 3320 3813,,2.174,0,percent,1638 2968 3320 3813,20,$12.00 ,0,,$240.00 ,10,4,2021
Cann,shipped,169259,https://app.leaf.trade/dashboard/vendor/204/orders/169259/,10/19/21,10/22/21,Nature's Care,West Loop - REC,CANN Vault,AUDO.000064,"Cann 8oz Social Tonic (6 Pack) 36mg - Lemon Lavender (36mg, case of 4)",Beverages,6610 7426 1112 2163,,2.048,0,percent,6610 7426 1112 2163,4,$12.00 ,0,,$48.00 ,10,4,2021
Cann,shipped,169429,https://app.leaf.trade/dashboard/vendor/204/orders/169429/,10/19/21,10/22/21,Zen Leaf IL,West Loop - REC,CANN Vault,,"Cann 8oz Social Tonic (6 Pack) 36mg - Blood Orange Cardamom (36mg, case of 4)",Beverages,8808 0152 2004 6370,,2.105,0,percent,8808 0152 2004 6370,40,$0.00 ,0,,-- ,10,4,2021
