,0,1,2,3
1796,"ELEVATION 2477, LLC",9/23/2022,Sep,$192.00
1797,"ELEVATION 2477, LLC",10/7/2022,Oct,$0.02
1798,"ELEVATION 2477, LLC",10/14/2022,Oct,$192.00
1799,"ELEVATION 2477, LLC",10/28/2022,Oct,$192.36
1800,"ELEVATION 2477, LLC",11/4/2022,Nov,$384.00
1801,Embarc Alameda,2/4/2022,Feb,$956.00
1802,Embarc Alameda,4/8/2022,Apr,"$1,056.00"
1803,Embarc Alameda,8/3/2022,Aug,$6.75
1804,Embarc Alameda,8/26/2022,Aug,$432.22
1805,Embarc Alameda,9/2/2022,Sep,$0.45
1806,Embarc Alameda,9/30/2022,Sep,$0.04
1807,Embarc Alameda,10/21/2022,Oct,"$1,500.15"
1808,Embarc Fairfield,2/7/2022,Feb,$690.00
1809,Embarc Fairfield,2/16/2022,Feb,$432.16
1810,Embarc Fairfield,8/31/2022,Aug,$432.00
1811,Embarc Fairfield,10/19/2022,Oct,$108.20
1812,Embarc Fresno,8/30/2022,Aug,$434.24
1813,Embarc Fresno,9/16/2022,Sep,$624.00
1814,Embarc Fresno,10/25/2022,Oct,$108.25
1815,Embarc Fresno,11/8/2022,Nov,$324.00
1816,Embarc Martinez,1/18/2022,Jan,$208.00
1817,Embarc Martinez,4/12/2022,Apr,$910.00
1818,Embarc Martinez,8/30/2022,Aug,$432.00
1819,Embarc Martinez,9/9/2022,Sep,$0.51
1820,Embarc Martinez,10/25/2022,Oct,$108.17
1821,Embarc Sacramento,11/3/2022,Nov,$900.20
1822,Embarc Tahoe,4/22/2022,Apr,$666.00
1823,Embarc Tahoe,7/1/2022,Jul,$576.00
1824,Embarc Tahoe,10/7/2022,Oct,$696.00
1825,Embarc Tahoe,10/21/2022,Oct,$492.20
1826,EMERALD CITY DISTRIBUTION,4/13/2022,Apr,$0.01
1827,Emerald Triangle Cannabis,3/29/2022,Mar,$100.00
1828,Emerald Triangle Cannabis,8/30/2022,Aug,$432.18
1829,Emerald Triangle Cannabis,11/8/2022,Nov,$0.02
1830,Emjay - La Mesa,1/25/2022,Jan,"$2,256.00"
1831,Emjay - La Mesa,2/1/2022,Feb,$0.16
1832,Emjay - La Mesa,2/8/2022,Feb,$360.16
1833,Emjay - La Mesa,2/11/2022,Feb,$2.88
1834,Emjay - La Mesa,2/16/2022,Feb,$0.16
1835,Emjay - La Mesa,2/18/2022,Feb,$0.09
1836,Emjay - La Mesa,3/22/2022,Mar,$360.00
1837,Emjay - La Mesa,4/12/2022,Apr,"$1,056.00"
1838,Emjay - La Mesa,5/24/2022,May,$360.00
1839,Emjay - La Mesa,9/8/2022,Sep,$864.00
1840,Emjay - La Mesa,9/27/2022,Sep,$0.03
1841,Emjay - La Mesa,11/8/2022,Nov,$432.00
1842,Emjay Fairfax (formerly Sherbinskis),1/11/2022,Jan,$360.00
1843,Emjay Fairfax (formerly Sherbinskis),1/25/2022,Jan,"$2,484.00"
1844,Emjay Fairfax (formerly Sherbinskis),1/29/2022,Jan,"($2,030.00)"
1845,Emjay Fairfax (formerly Sherbinskis),2/8/2022,Feb,"$1,044.00"
1846,Emjay Fairfax (formerly Sherbinskis),2/15/2022,Feb,$4.08
1847,Emjay Fairfax (formerly Sherbinskis),2/22/2022,Feb,$0.01
1848,Emjay Fairfax (formerly Sherbinskis),3/22/2022,Mar,$420.00
1849,Emjay Fairfax (formerly Sherbinskis),4/12/2022,Apr,"$1,620.00"
1850,Emjay Fairfax (formerly Sherbinskis),5/24/2022,May,$396.00
1851,Emjay Fairfax (formerly Sherbinskis),9/13/2022,Sep,"$1,152.00"
1852,Emjay Fairfax (formerly Sherbinskis),9/27/2022,Sep,$0.03
1853,Emjay Fairfax (formerly Sherbinskis),10/13/2022,Oct,$576.00
1854,Emjay Fairfax (formerly Sherbinskis),11/15/2022,Nov,$432.00
1855,Erb and Arbor,3/25/2022,Mar,$132.04
1856,Erb and Arbor,10/6/2022,Oct,$120.00
1857,Erba,1/25/2022,Jan,$576.00
1858,Erba,5/10/2022,May,"$1,495.30"
1859,Erba,6/1/2022,Jun,$432.00
1860,Erba,6/7/2022,Jun,$648.00
1861,Erba Markets Venice (formerly Green Dot),2/3/2022,Feb,$324.00
1862,Erba Markets Venice (formerly Green Dot),2/22/2022,Feb,$668.00
1863,Erba Markets Venice (formerly Green Dot),3/14/2022,Mar,$684.00
1864,Erba Markets Venice (formerly Green Dot),4/25/2022,Apr,$334.00
1865,Essence,5/3/2022,May,"$1,458.00"
1866,Essence,8/24/2022,Aug,"$1,728.00"
1867,Essence,10/12/2022,Oct,$648.00
1868,"Euphoric Caregivers, Prop- 215",1/20/2022,Jan,$810.00
1869,"Euphoric Caregivers, Prop- 215",3/15/2022,Mar,$308.14
1870,"Euphoric Caregivers, Prop- 215",5/17/2022,May,$108.06
1871,"Euphoric Caregivers, Prop- 215",7/8/2022,Jul,"$1,488.18"
1872,"Euphoric Caregivers, Prop- 215",7/12/2022,Jul,$0.12
1873,"Euphoric Caregivers, Prop- 215",9/30/2022,Sep,($469.65)
1874,Eureka Sky,1/13/2022,Jan,$756.00
1875,Eureka Sky,1/20/2022,Jan,$0.18
1876,Eureka Sky,2/3/2022,Feb,$666.18
1877,Eureka Sky,2/10/2022,Feb,$36.00
1878,Eureka Sky,2/24/2022,Feb,$432.00
1879,Eureka Sky,3/31/2022,Mar,$236.00
1880,Eureka Sky,4/14/2022,Apr,$504.00
1881,Eureka Sky,5/12/2022,May,$144.00
1882,Eureka Sky,6/16/2022,Jun,$192.00
1883,Eureka Sky,6/23/2022,Jun,"$1,440.16"
1884,Eureka Sky,6/27/2022,Jun,$0.24
1885,Eureka Sky,7/14/2022,Jul,$216.00
1886,Eureka Sky,7/28/2022,Jul,$0.12
1887,Eureka Sky,7/29/2022,Jul,$432.00
1888,Eureka Sky,8/4/2022,Aug,$0.20
1889,Eureka Sky,8/25/2022,Aug,$96.00
1890,Eureka Sky,9/1/2022,Sep,$432.00
1891,Eureka Sky,9/14/2022,Sep,$192.00
1892,Eureka Sky,10/13/2022,Oct,$648.54
1893,Eureka Sky,10/27/2022,Oct,$216.00
1894,Eureka Sky,11/3/2022,Nov,$0.04
1895,Evergreen,5/11/2022,May,$0.04
1896,Evolv Cannabis,10/11/2022,Oct,$0.02
1897,Exclusive Care Delivery,6/17/2022,Jun,$0.04
1898,Exhalence,1/26/2022,Jan,$240.00
1899,Exhalence,3/17/2022,Mar,$502.00
1900,Exhalence,4/18/2022,Apr,$450.00
1901,Exhalence,5/12/2022,May,$360.00
1902,Exhalence,6/9/2022,Jun,$240.00
1903,Exhalence,8/4/2022,Aug,$216.00
1904,Exhalence,9/8/2022,Sep,$576.00
1905,Extrax,3/16/2022,Mar,$108.00
1906,Extrax,7/1/2022,Jul,$600.00
1907,Extrax,9/9/2022,Sep,$984.72
1908,Farmacy - Berkeley,1/25/2022,Jan,"$2,232.00"
1909,Farmacy - Berkeley,2/15/2022,Feb,$612.00
1910,Farmacy - Berkeley,3/8/2022,Mar,$486.00
1911,Farmacy - Berkeley,3/29/2022,Mar,$540.00
1912,Farmacy - Berkeley,4/12/2022,Apr,$774.00
1913,Farmacy - Berkeley,4/26/2022,Apr,"$1,584.00"
1914,Farmacy - Berkeley,5/17/2022,May,$788.84
1915,Farmacy - Berkeley,5/24/2022,May,$120.00
1916,Farmacy - Berkeley,7/19/2022,Jul,"$1,512.00"
1917,Farmacy - Berkeley,7/26/2022,Jul,"$1,080.00"
1918,Farmacy - Berkeley,8/23/2022,Aug,$432.00
1919,Farmacy - Berkeley,8/30/2022,Aug,$504.00
1920,Farmacy - Berkeley,9/14/2022,Sep,$216.00
1921,Farmacy - Berkeley,10/4/2022,Oct,$696.00
1922,Farmacy - Berkeley,10/11/2022,Oct,($182.00)
1923,Farmacy - Berkeley,10/25/2022,Oct,$960.00
1924,Farmacy - Berkeley,11/3/2022,Nov,($331.20)
1925,Farmacy - Berkeley,11/8/2022,Nov,$461.39
1926,Farmacy - Santa Ana,2/9/2022,Feb,$162.00
1927,Farmacy - Santa Ana,3/16/2022,Mar,$390.00
1928,Farmacy - Santa Ana,5/11/2022,May,$954.00
1929,Farmacy - Santa Ana,7/27/2022,Jul,$648.00
1930,Farmacy - Santa Ana,8/24/2022,Aug,$432.00
1931,Farmacy - Santa Ana,9/28/2022,Sep,$144.00
1932,Farmacy - Santa Ana,10/19/2022,Oct,$480.00
1933,Farmacy - Santa Ana,10/26/2022,Oct,$0.30
1934,Farmacy - Santa Ana,11/9/2022,Nov,$0.35
1935,Farmacy - Santa Barbara,1/4/2022,Jan,$540.00
1936,Farmacy - Santa Barbara,1/18/2022,Jan,$324.00
1937,Farmacy - Santa Barbara,2/7/2022,Feb,$324.00
1938,Farmacy - Santa Barbara,2/21/2022,Feb,"$1,026.00"
1939,Farmacy - Santa Barbara,3/7/2022,Mar,$324.00
1940,Farmacy - Santa Barbara,3/14/2022,Mar,$576.00
1941,Farmacy - Santa Barbara,3/21/2022,Mar,$108.00
1942,Farmacy - Santa Barbara,4/4/2022,Apr,$216.00
1943,Farmacy - Santa Barbara,4/11/2022,Apr,$414.00
1944,Farmacy - Santa Barbara,4/18/2022,Apr,$326.30
1945,Farmacy - Santa Barbara,4/25/2022,Apr,$324.00
1946,Farmacy - Santa Barbara,5/2/2022,May,$378.00
1947,Farmacy - Santa Barbara,5/16/2022,May,$648.00
1948,Farmacy - Santa Barbara,5/23/2022,May,$450.00
1949,Farmacy - Santa Barbara,5/31/2022,May,$324.00
1950,Farmacy - Santa Barbara,6/27/2022,Jun,$216.00
1951,Farmacy - Santa Barbara,7/5/2022,Jul,$432.00
1952,Farmacy - Santa Barbara,8/15/2022,Aug,$648.00
1953,Farmacy - Santa Barbara,9/6/2022,Sep,$216.00
1954,Farmacy - Santa Barbara,9/12/2022,Sep,$432.00
1955,Farmacy - Santa Barbara,10/10/2022,Oct,$216.00
1956,Farmacy - Santa Barbara,10/17/2022,Oct,$432.00
1957,Farmacy - Santa Barbara,11/3/2022,Nov,($129.60)
1958,Farmacy - Santa Barbara,11/7/2022,Nov,$173.25
1959,Farmhouse Artisan Market,1/6/2022,Jan,$60.00
1960,Farmhouse Artisan Market,1/20/2022,Jan,$384.00
1961,Farmhouse Artisan Market,1/24/2022,Jan,$192.00
1962,Farmhouse Artisan Market,2/7/2022,Feb,$420.00
1963,Farmhouse Artisan Market,2/10/2022,Feb,$288.00
1964,Farmhouse Artisan Market,2/17/2022,Feb,$0.18
1965,Farmhouse Artisan Market,3/7/2022,Mar,$384.00
1966,Farmhouse Artisan Market,3/10/2022,Mar,$486.00
1967,Farmhouse Artisan Market,3/17/2022,Mar,$408.00
1968,Farmhouse Artisan Market,3/31/2022,Mar,$72.00
1969,Farmhouse Artisan Market,4/7/2022,Apr,$192.00
1970,Farmhouse Artisan Market,4/18/2022,Apr,$132.00
1971,Farmhouse Artisan Market,4/28/2022,Apr,$378.00
1972,Farmhouse Artisan Market,5/2/2022,May,($74.75)
1973,Farmhouse Artisan Market,6/6/2022,Jun,($44.00)
1974,Farmhouse Artisan Market,6/9/2022,Jun,$432.00
1975,Farmhouse Artisan Market,6/23/2022,Jun,$432.00
1976,Farmhouse Artisan Market,7/14/2022,Jul,$792.00
1977,Farmhouse Artisan Market,7/21/2022,Jul,$144.00
1978,Farmhouse Artisan Market,7/28/2022,Jul,$120.00
1979,Farmhouse Artisan Market,8/2/2022,Aug,$0.00
1980,Farmhouse Artisan Market,8/4/2022,Aug,$216.00
1981,Farmhouse Artisan Market,8/18/2022,Aug,$216.00
1982,Farmhouse Artisan Market,8/25/2022,Aug,$48.00
1983,Farmhouse Artisan Market,9/1/2022,Sep,$216.00
1984,Farmhouse Artisan Market,9/8/2022,Sep,$264.00
1985,Farmhouse Artisan Market,9/15/2022,Sep,$96.00
1986,Farmhouse Artisan Market,10/6/2022,Oct,$96.00
1987,Farmhouse Artisan Market,10/20/2022,Oct,$120.00
1988,Farmhouse Artisan Market,11/3/2022,Nov,$360.00
1989,Fig & Thistle Apothecary,1/5/2022,Jan,"$1,516.54"
1990,Fig & Thistle Apothecary,1/14/2022,Jan,($256.00)
1991,Fig & Thistle Apothecary,1/19/2022,Jan,"$1,260.22"
1992,Fig & Thistle Apothecary,2/10/2022,Feb,$780.36
1993,Fig & Thistle Apothecary,2/23/2022,Feb,$144.00
1994,Fig & Thistle Apothecary,3/2/2022,Mar,$144.00
1995,Fig & Thistle Apothecary,3/10/2022,Mar,$624.16
1996,Fig & Thistle Apothecary,3/16/2022,Mar,$36.72
1997,Fig & Thistle Apothecary,3/23/2022,Mar,$252.12
1998,Fig & Thistle Apothecary,3/30/2022,Mar,$180.00
1999,Fig & Thistle Apothecary,3/31/2022,Mar,($60.00)
2000,Fig & Thistle Apothecary,4/13/2022,Apr,"$1,318.53"
2001,Fig & Thistle Apothecary,5/4/2022,May,$474.00
2002,Fig & Thistle Apothecary,5/11/2022,May,$704.00
2003,Fig & Thistle Apothecary,5/18/2022,May,"$1,152.00"
2004,Fig & Thistle Apothecary,5/19/2022,May,($133.00)
2005,Fig & Thistle Apothecary,5/25/2022,May,"$2,043.00"
2006,Fig & Thistle Apothecary,6/1/2022,Jun,$0.16
2007,Fig & Thistle Apothecary,6/8/2022,Jun,$300.00
2008,Fig & Thistle Apothecary,6/29/2022,Jun,$480.26
2009,Fig & Thistle Apothecary,7/8/2022,Jul,($120.00)
2010,Fig & Thistle Apothecary,7/13/2022,Jul,$192.08
2011,Fig & Thistle Apothecary,7/20/2022,Jul,$168.00
2012,Fig & Thistle Apothecary,7/27/2022,Jul,$336.00
2013,Fig & Thistle Apothecary,8/3/2022,Aug,$336.00
2014,Fig & Thistle Apothecary,8/10/2022,Aug,"$1,202.00"
2015,Fig & Thistle Apothecary,8/11/2022,Aug,($100.80)
2016,Fig & Thistle Apothecary,8/17/2022,Aug,$0.18
2017,Fig & Thistle Apothecary,8/24/2022,Aug,$504.00
2018,Fig & Thistle Apothecary,8/31/2022,Aug,$384.00
2019,Fig & Thistle Apothecary,9/19/2022,Sep,$600.00
2020,Fig & Thistle Apothecary,9/21/2022,Sep,"$1,020.53"
2021,Fig & Thistle Apothecary,9/22/2022,Sep,($71.81)
2022,Fig & Thistle Apothecary,9/28/2022,Sep,$924.60
2023,Fig & Thistle Apothecary,10/5/2022,Oct,$240.24
2024,Fig & Thistle Apothecary,10/12/2022,Oct,$192.00
2025,Fig & Thistle Apothecary,10/27/2022,Oct,$821.80
2026,Firefly Marin,1/24/2022,Jan,$360.00
2027,Firefly Marin,8/8/2022,Aug,$216.00
2028,Firefly Marin,11/7/2022,Nov,$216.00
2029,Firehaus,10/25/2022,Oct,$0.05
2030,Firehaus,11/8/2022,Nov,$0.02
2031,Fireplace Management Incorporated,1/25/2022,Jan,$156.00
2032,Fireplace Management Incorporated,3/8/2022,Mar,$228.00
2033,Fireplace Management Incorporated,4/19/2022,Apr,$408.00
2034,Fireplace Management Incorporated,6/22/2022,Jun,$576.00
2035,Fireplace Management Incorporated,7/26/2022,Jul,$264.00
2036,Fireplace Management Incorporated,8/10/2022,Aug,$168.00
2037,Fireplace Management Incorporated,9/7/2022,Sep,$264.00
2038,Fireplace Management Incorporated,9/20/2022,Sep,$72.00
2039,Fireplace Management Incorporated,11/14/2022,Nov,$0.02
2040,Flight on Cherry,4/5/2022,Apr,$120.00
2041,Flight on Cherry,5/10/2022,May,$96.00
2042,Flight on Cherry,5/20/2022,May,$60.00
2043,Flight on Cherry,6/24/2022,Jun,$72.00
2044,Flight on Cherry,8/12/2022,Aug,$144.00
2045,Flight on Cherry,9/9/2022,Sep,$72.00
2046,Flight on Cherry,10/21/2022,Oct,$144.00
2047,Flora Terra,1/13/2022,Jan,"$1,920.72"
2048,Flora Terra,2/10/2022,Feb,"$1,224.37"
2049,Flora Terra,2/24/2022,Feb,$288.00
2050,Flora Terra,3/3/2022,Mar,$858.36
2051,Flora Terra,3/10/2022,Mar,$0.09
2052,Flora Terra,3/24/2022,Mar,$72.00
2053,Flora Terra,3/31/2022,Mar,$384.00
2054,Flora Terra,4/14/2022,Apr,$576.00
2055,Flora Terra,4/21/2022,Apr,$576.00
2056,Flora Terra,4/28/2022,Apr,$576.00
2057,Flora Terra,5/5/2022,May,$775.02
2058,Flora Terra,5/26/2022,May,"$1,632.00"
2059,Flora Terra,6/3/2022,Jun,$0.96
2060,Flora Terra,7/14/2022,Jul,$936.51
2061,Flora Terra,8/11/2022,Aug,$1.00
2062,Flora Terra,8/25/2022,Aug,"$1,512.24"
2063,Flora Terra,9/29/2022,Sep,$0.05
2064,Flora Terra,10/6/2022,Oct,$948.00
2065,Flora Terra,10/20/2022,Oct,$624.60
2066,Flowsent,1/31/2022,Jan,$216.00
2067,Flowsent,3/15/2022,Mar,$36.00
2068,Flowsent,4/25/2022,Apr,$108.00
2069,Flwr Co Corona,11/8/2022,Nov,$0.06
2070,Foggy Daze Delivery Service,2/9/2022,Feb,$36.00
2071,Foggy Daze Delivery Service,3/16/2022,Mar,$0.03
2072,Foggy Daze Delivery Service,3/23/2022,Mar,$100.00
2073,Foggy Daze Delivery Service,4/6/2022,Apr,$36.00
2074,Foggy Daze Delivery Service,6/30/2022,Jun,$144.00
2075,Foggy Daze Delivery Service,7/28/2022,Jul,$96.04
2076,Foothill Health and Wellness,3/7/2022,Mar,$324.00
2077,Foothill Health and Wellness,5/16/2022,May,$180.00
2078,Foothill Health and Wellness,11/14/2022,Nov,$0.02
2079,Foothill Wellness Center,3/3/2022,Mar,$360.00
2080,Foothill Wellness Center,6/2/2022,Jun,$240.00
2081,Foothill Wellness Center,10/5/2022,Oct,($54.00)
2082,Foreign LA,10/21/2022,Oct,$0.03
2083,Foreign LA,11/11/2022,Nov,$0.03
2084,Fountain Of Wellbeing A Cooperative Corporation (K,1/12/2022,Jan,$424.00
2085,Fountain Of Wellbeing A Cooperative Corporation (K,4/27/2022,Apr,$324.00
2086,Ganja Goddess Delivery - Oakland,1/5/2022,Jan,$378.00
2087,Ganja Goddess Delivery - Oakland,1/12/2022,Jan,$738.00
2088,Ganja Goddess Delivery - Oakland,1/14/2022,Jan,($497.25)
2089,Ganja Goddess Delivery - Oakland,1/19/2022,Jan,$396.00
2090,Ganja Goddess Delivery - Oakland,1/26/2022,Jan,$721.00
2091,Ganja Goddess Delivery - Oakland,2/2/2022,Feb,$252.00
2092,Ganja Goddess Delivery - Oakland,2/10/2022,Feb,$846.00
2093,Ganja Goddess Delivery - Oakland,2/17/2022,Feb,$732.00
2094,Ganja Goddess Delivery - Oakland,2/23/2022,Feb,$398.00
2095,Ganja Goddess Delivery - Oakland,3/4/2022,Mar,$468.00
2096,Ganja Goddess Delivery - Oakland,3/16/2022,Mar,$659.05
2097,Ganja Goddess Delivery - Oakland,3/31/2022,Mar,($414.00)
2098,Ganja Goddess Delivery - Oakland,4/13/2022,Apr,$992.00
2099,Ganja Goddess Delivery - Oakland,5/11/2022,May,"$1,269.00"
2100,Ganja Goddess Delivery - Oakland,5/17/2022,May,($864.00)
2101,Ganja Goddess Delivery - Oakland,5/25/2022,May,$338.00
2102,Ganja Goddess Delivery - Oakland,6/8/2022,Jun,"$1,560.00"
2103,Ganja Goddess Delivery - Oakland,6/29/2022,Jun,$360.40
2104,Ganja Goddess Delivery - Oakland,7/13/2022,Jul,"$1,488.00"
2105,Ganja Goddess Delivery - Oakland,7/20/2022,Jul,$0.30
2106,Ganja Goddess Delivery - Oakland,7/28/2022,Jul,$696.00
2107,Ganja Goddess Delivery - Oakland,8/10/2022,Aug,"$1,584.00"
2108,Ganja Goddess Delivery - Oakland,8/17/2022,Aug,($330.00)
2109,Ganja Goddess Delivery - Oakland,8/31/2022,Aug,$624.24
2110,Ganja Goddess Delivery - Oakland,10/12/2022,Oct,$756.00
2111,Ganja Goddess Delivery - Oakland,10/25/2022,Oct,($108.00)
2112,Garden of Eden - Hayward,1/10/2022,Jan,$144.00
2113,Garden of Eden - Hayward,1/18/2022,Jan,$108.00
2114,Garden of Eden - Hayward,1/24/2022,Jan,$216.00
2115,Garden of Eden - Hayward,1/31/2022,Jan,$216.00
2116,Garden of Eden - Hayward,2/14/2022,Feb,$144.00
2117,Garden of Eden - Hayward,2/21/2022,Feb,$108.00
2118,Garden of Eden - Hayward,2/28/2022,Feb,$0.50
2119,Garden of Eden - Hayward,3/21/2022,Mar,$252.00
2120,Garden of Eden - Hayward,3/29/2022,Mar,$252.00
2121,Garden of Eden - Hayward,4/18/2022,Apr,$216.00
2122,Garden of Eden - Hayward,4/25/2022,Apr,$324.00
2123,Garden of Eden - Hayward,5/9/2022,May,$216.00
2124,Garden of Eden - Hayward,5/23/2022,May,$252.00
2125,Garden of Eden - Hayward,6/13/2022,Jun,$576.00
2126,Garden of Eden - Hayward,7/11/2022,Jul,$432.00
2127,Garden of Eden - Hayward,7/25/2022,Jul,$240.00
2128,Garden of Eden - Hayward,8/1/2022,Aug,$240.02
2129,GBH Retail,1/11/2022,Jan,$360.11
2130,GBH Retail,1/25/2022,Jan,$36.00
2131,GBH Retail,2/8/2022,Feb,$156.00
2132,GBH Retail,3/1/2022,Mar,$228.00
2133,GBH Retail,3/15/2022,Mar,$132.00
2134,GO ERBA,2/15/2022,Feb,$420.00
2135,GO ERBA,3/22/2022,Mar,"$2,462.00"
2136,Goddess Delivers,1/26/2022,Jan,$0.01
2137,Goddess Delivers,2/2/2022,Feb,"$1,486.00"
2138,Goddess Delivers,2/11/2022,Feb,"$1,414.00"
2139,Goddess Delivers,2/24/2022,Feb,$162.00
2140,Goddess Delivers,3/9/2022,Mar,"$1,210.00"
2141,Goddess Delivers,3/24/2022,Mar,$252.00
2142,Goddess Delivers,4/6/2022,Apr,$342.00
2143,Goddess Delivers,4/20/2022,Apr,$796.00
2144,Goddess Delivers,5/18/2022,May,"$1,233.00"
2145,Goddess Delivers,6/1/2022,Jun,"$1,104.00"
2146,Goddess Delivers,6/15/2022,Jun,$792.00
2147,Goddess Delivers,6/29/2022,Jun,$0.40
2148,Goddess Delivers,7/6/2022,Jul,"$1,536.00"
2149,Goddess Delivers,7/20/2022,Jul,$384.32
2150,Goddess Delivers,8/3/2022,Aug,$672.00
2151,Goddess Delivers,8/17/2022,Aug,"$1,128.00"
2152,Goddess Delivers,8/31/2022,Aug,$960.86
2153,Goddess Delivers,9/7/2022,Sep,$648.00
2154,Goddess Delivers,9/22/2022,Sep,$384.00
2155,Goddess Delivers,10/5/2022,Oct,$420.02
2156,Goddess Delivers,10/19/2022,Oct,$144.00
2157,Golden State Greens,10/26/2022,Oct,$0.02
2158,Golden State Remedies,9/27/2022,Sep,$0.02
2159,Goldn Bloom - Perris,8/18/2022,Aug,$672.00
2160,Goldn Bloom - SD,1/11/2022,Jan,$192.00
2161,Goldn Bloom - SD,1/25/2022,Jan,$228.00
2162,Goldn Bloom - SD,2/16/2022,Feb,$276.00
2163,Goldn Bloom - SD,3/15/2022,Mar,$288.00
2164,Goldn Bloom - SD,3/22/2022,Mar,$264.00
2165,Goldn Bloom - SD,4/19/2022,Apr,$360.00
2166,Goldn Bloom - SD,5/3/2022,May,$156.02
2167,Goldn Bloom - SD,5/11/2022,May,$372.00
2168,Goldn Bloom - SD,5/24/2022,May,$192.00
2169,Goldn Bloom - SD,6/1/2022,Jun,$336.01
2170,Goldn Bloom - SD,6/15/2022,Jun,$120.00
2171,Goldn Bloom - SD,6/28/2022,Jun,$144.00
2172,Goldn Bloom - SD,7/6/2022,Jul,$120.00
2173,Goldn Bloom - SD,8/2/2022,Aug,$192.04
2174,Goldn Bloom - SD,8/9/2022,Aug,$361.18
2175,Goldn Bloom - SD,8/18/2022,Aug,$0.04
2176,Goldn Bloom - SD,8/30/2022,Aug,$144.00
2177,Goldn Bloom - SD,9/20/2022,Sep,$672.00
2178,Goldn Bloom - SD,10/4/2022,Oct,$144.00
2179,Goldn Bloom - SD,10/11/2022,Oct,$144.02
2180,Goldn Bloom - SD,10/19/2022,Oct,$372.00
2181,Goldn Bloom - SD,10/28/2022,Oct,$192.00
2182,Gorilla Rx (Good Times Crenshaw),4/18/2022,Apr,"$1,422.20"
2183,Gorilla Rx (Good Times Crenshaw),11/14/2022,Nov,$0.08
2184,Grace Delivery (Voyage Distribution),2/10/2022,Feb,$0.03
2185,GrassDoor,3/31/2022,Mar,"$41,472.00"
2186,GrassDoor,4/13/2022,Apr,$0.00
2187,GrassDoor,5/26/2022,May,"$2,160.00"
2188,GrassDoor,6/23/2022,Jun,"$1,892.00"
2189,GrassDoor,6/30/2022,Jun,"$22,452.00"
2190,GrassDoor,8/11/2022,Aug,"$3,993.60"
2191,GrassDoor,9/23/2022,Sep,"$4,492.80"
2192,GrassDoor,11/10/2022,Nov,$86.40
2193,GrassDoor Delivery,3/14/2022,Mar,$900.00
2194,GrassDoor Delivery,3/31/2022,Mar,"$29,640.00"
2195,GrassDoor Delivery,5/23/2022,May,"$1,726.00"
2196,GrassDoor Delivery,6/27/2022,Jun,"$17,472.00"
2197,GrassDoor Delivery,6/28/2022,Jun,"$4,992.00"
2198,GrassDoor Delivery,7/20/2022,Jul,"$4,195.20"
2199,GrassDoor Delivery,8/8/2022,Aug,$864.00
2200,GrassDoor Delivery,9/6/2022,Sep,"$4,896.00"
2201,GrassDoor Delivery,9/12/2022,Sep,"$2,304.00"
2202,GrassDoor Delivery,9/19/2022,Sep,"$10,684.80"
2203,GrassDoor Delivery,10/27/2022,Oct,"$4,147.20"
2204,GrassDoor Delivery,10/28/2022,Oct,"$15,360.00"
2205,GrassDoor Delivery,11/5/2022,Nov,"$1,536.00"
2206,GrassDoor Delivery,11/7/2022,Nov,$172.80
2207,Green Angel,1/19/2022,Jan,$144.00
2208,Green Angel,2/9/2022,Feb,$216.00
2209,Green Angel,3/7/2022,Mar,$144.00
2210,Green Angel,3/30/2022,Mar,$60.00
2211,Green Angel,4/18/2022,Apr,$468.00
2212,Green Angel,6/8/2022,Jun,$96.00
2213,Green Angel,6/22/2022,Jun,$96.00
2214,Green Angel,7/20/2022,Jul,$192.00
2215,Green Angel,8/10/2022,Aug,$96.00
2216,Green Angel,8/24/2022,Aug,$48.00
2217,Green Angel,9/14/2022,Sep,$288.00
2218,Green Angel,9/28/2022,Sep,$360.00
2219,Green Angel,10/5/2022,Oct,$336.00
2220,Green Angel,10/19/2022,Oct,$96.00
2221,Green Angel,11/2/2022,Nov,$192.02
2222,Green Chamber,3/1/2022,Mar,$664.00
2223,Green Chamber,3/29/2022,Mar,$0.12
2224,Green Chamber,5/24/2022,May,$486.12
2225,Green Chamber,11/8/2022,Nov,$456.02
2226,Green Dragon - Coachella Valley,1/5/2022,Jan,$378.00
2227,Green Dragon - Coachella Valley,1/19/2022,Jan,$108.00
2228,Green Dragon - Coachella Valley,4/8/2022,Apr,$918.00
2229,Green Dragon - Coachella Valley,6/8/2022,Jun,$720.12
2230,Green Dragon - Coachella Valley,7/20/2022,Jul,$576.00
2231,Green Dragon - Coachella Valley,9/14/2022,Sep,$288.00
2232,Green Dragon - Coachella Valley,10/14/2022,Oct,"$1,956.20"
2233,Green Dragon - Coachella Valley,11/2/2022,Nov,$108.12
2234,Green Dragon - Coachella Valley,11/9/2022,Nov,$112.50
2235,Green Dragon - Lompoc,2/22/2022,Feb,$192.00
2236,Green Dragon - Love Shack,1/13/2022,Jan,$180.00
2237,Green Dragon - Love Shack,3/10/2022,Mar,$180.00
2238,Green Dragon - Love Shack,4/28/2022,Apr,$36.00
2239,Green Dragon - Love Shack,6/9/2022,Jun,$96.00
2240,Green Dragon - North Hollywood,10/14/2022,Oct,$0.02
2241,Green Earth - Granada Hills,1/10/2022,Jan,$144.00
2242,Green Earth - Granada Hills,1/19/2022,Jan,$312.00
