Door,Account,Invoice #,Order Date,Status,Day,Week,Month,Quarter,Year,Deal?,SKU,Implied,Discount,Order,# Units,Gross Sales,Net Sales,$ Credit,Net Sales,$ Free,$ Discount,$ Promo
The Dispensary Henderson,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,26,$234.00,$234.00,-- ,$234.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,22,$198.00,$198.00,-- ,$198.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Henderson,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Henderson,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Henderson,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,15,$105.00,$105.00,-- ,$105.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,30,$90.00,$90.00,-- ,$90.00,-- ,-- ,-- 
Essence Tropicana,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,48,$432.00,$432.00,-- ,$432.00,-- ,-- ,-- 
Essence Tropicana,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Essence Tropicana,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,40,$280.00,$280.00,-- ,$280.00,-- ,-- ,-- 
Essence Tropicana,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,80,$720.00,$720.00,-- ,$720.00,-- ,-- ,-- 
Essence Tropicana,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,216,$324.00,$2.16,-- ,$2.16,($322),-- ,-- 
Essence Tropicana,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,192,$288.00,$1.92,-- ,$1.92,($286),-- ,-- 
Essence Tropicana,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,144,$216.00,$1.44,-- ,$1.44,($215),-- ,-- 
Essence Rainbow,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,84,$756.00,$756.00,-- ,$756.00,-- ,-- ,-- 
Essence Rainbow,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Essence Rainbow,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,192,$576.00,$576.00,-- ,$576.00,-- ,-- ,-- 
Essence Rainbow,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Essence Rainbow,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,144,$216.00,$1.44,-- ,$1.44,($215),-- ,-- 
Essence Rainbow,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,192,$288.00,$1.92,-- ,$1.92,($286),-- ,-- 
Essence Rainbow,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,240,$360.00,$2.40,-- ,$2.40,($358),-- ,-- 
Essence Henderson,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,88,$792.00,$792.00,-- ,$792.00,-- ,-- ,-- 
Essence Henderson,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,72,$648.00,$648.00,-- ,$648.00,-- ,-- ,-- 
Essence Henderson,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,18,$126.00,$126.00,-- ,$126.00,-- ,-- ,-- 
Essence Henderson,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,96,$864.00,$864.00,-- ,$864.00,-- ,-- ,-- 
Essence Henderson,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,40,$60.00,$0.40,-- ,$0.40,($60),-- ,-- 
Essence Henderson,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,100,$150.00,$1.00,-- ,$1.00,($149),-- ,-- 
Essence Durango,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Essence Durango,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,28,$252.00,$252.00,-- ,$252.00,-- ,-- ,-- 
Essence Durango,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,72,$216.00,$216.00,-- ,$216.00,-- ,-- ,-- 
Essence Durango,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Essence Durango,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,96,$144.00,$0.96,-- ,$0.96,($143),-- ,-- 
Essence Durango,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,72,$108.00,$0.72,-- ,$0.72,($107),-- ,-- 
Rise Spanish Springs,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,144,$216.00,$1.44,-- ,$1.44,($215),-- ,-- 
Rise Spanish Springs,GTI,,6/22/21,Delivered,6/23/21,25,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,72,$108.00,$0.72,-- ,$0.72,($107),-- ,-- 
Essence Henderson,GTI,,6/23/21,Delivered,6/23/21,25,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,32,$288.00,$288.00,-- ,$288.00,-- ,-- ,-- 
Pisos,Pisos,,6/22/21,Delivered,6/24/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$4.50,$4.50,40,$360.00,$180.00,-- ,$180.00,-- ,($180),-- 
Pisos,Pisos,,6/22/21,Delivered,6/24/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$4.50,$4.50,40,$360.00,$180.00,-- ,$180.00,-- ,($180),-- 
Pisos,Pisos,,6/22/21,Delivered,6/24/21,25,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$4.50,$4.50,40,$360.00,$180.00,-- ,$180.00,-- ,($180),-- 
Pisos,Pisos,,6/22/21,Delivered,6/24/21,25,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,$1.00,$1.00,120,$360.00,$120.00,-- ,$120.00,-- ,($240),-- 
Pisos,Pisos,,6/22/21,Delivered,6/24/21,25,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,$3.00,$3.00,24,$168.00,$72.00,-- ,$72.00,-- ,($96),-- 
Rise Carson City,GTI,,6/22/21,Delivered,6/24/21,25,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,48,$432.00,$432.00,-- ,$432.00,-- ,-- ,-- 
Rise Carson City,GTI,,6/22/21,Delivered,6/24/21,25,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,144,$432.00,$432.00,-- ,$432.00,-- ,-- ,-- 
Rise Carson City,GTI,,6/22/21,Delivered,6/24/21,25,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,144,$216.00,$1.44,-- ,$1.44,($215),-- ,-- 
Rise Carson City,GTI,,6/22/21,Delivered,6/24/21,25,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,72,$108.00,$0.72,-- ,$0.72,($107),-- ,-- 
Rise Carson City,GTI,,6/22/21,Delivered,6/24/21,25,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,192,$288.00,$1.92,-- ,$1.92,($286),-- ,-- 
Essence Durango,GTI,,6/23/21,Delivered,6/24/21,25,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,144,$216.00,$1.44,-- ,$1.44,($215),-- ,-- 
Rise Spanish Springs,GTI,,6/23/21,Delivered,6/24/21,25,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,24,$72.00,$72.00,-- ,$72.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,,6/23/21,Delivered,6/24/21,25,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,72,$108.00,$0.72,-- ,$0.72,($107),-- ,-- 
The Dispensary Reno,The Dispensary,,6/21/21,Delivered,6/28/21,26,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,52,$468.00,$468.00,-- ,$468.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,,6/21/21,Delivered,6/28/21,26,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,38,$342.00,$342.00,-- ,$342.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,,6/21/21,Delivered,6/28/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,,6/21/21,Delivered,6/28/21,26,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Reno,The Dispensary,,6/21/21,Delivered,6/28/21,26,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Reno,The Dispensary,,6/21/21,Delivered,6/28/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Reno,The Dispensary,,6/21/21,Delivered,6/28/21,26,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,24,$168.00,$168.00,-- ,$168.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,,6/21/21,Delivered,6/28/21,26,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,26,$78.00,$78.00,-- ,$78.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,,6/23/21,Delivered,6/28/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,65,$585.00,$585.00,-- ,$585.00,-- ,-- ,-- 
The Dispensary Las Vegas,The Dispensary,,6/23/21,Delivered,6/28/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,35,$315.00,$315.00,-- ,$315.00,-- ,-- ,-- 
The Dispensary Eastern,The Dispensary,,6/23/21,Delivered,6/28/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,25,$225.00,$225.00,-- ,$225.00,-- ,-- ,-- 
The Dispensary Reno,The Dispensary,,6/23/21,Delivered,6/28/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,50,$450.00,$450.00,-- ,$450.00,-- ,-- ,-- 
Mynt Downtown,Mynt,,6/23/21,Delivered,6/28/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,35,$315.00,$315.00,-- ,$315.00,-- ,-- ,-- 
Mynt North,Mynt,,6/23/21,Delivered,6/28/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,25,$225.00,$225.00,-- ,$225.00,-- ,-- ,-- 
Green Cannabis ,Green Cannabis ,,6/23/21,Delivered,6/28/21,26,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,16,$144.00,$144.00,-- ,$144.00,-- ,-- ,-- 
Green Cannabis ,Green Cannabis ,,6/23/21,Delivered,6/28/21,26,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,16,$144.00,$144.00,-- ,$144.00,-- ,-- ,-- 
Green Cannabis ,Green Cannabis ,,6/23/21,Delivered,6/28/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,12,$108.00,$108.00,($36.00),$72.00,-- ,-- ,-- 
Exhale,Exhale,,6/24/21,Delivered,6/28/21,26,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,150,"$1,350.00","$1,350.00",-- ,"$1,350.00",-- ,-- ,-- 
Exhale,Exhale,,6/24/21,Delivered,6/28/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Exhale,Exhale,,6/24/21,Delivered,6/28/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,70,$700.00,$700.00,-- ,$700.00,-- ,-- ,-- 
Exhale,Exhale,,6/24/21,Delivered,6/28/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Apothecarium,Apothecarium,,6/24/21,Delivered,6/28/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,,$180.00,-- ,-- ,-- 
Apothecarium,Apothecarium,,6/24/21,Delivered,6/28/21,26,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,90,$270.00,$270.00,,$270.00,-- ,-- ,-- 
Las Vegas ReLeaf,Las Vegas Releaf,,6/24/21,Delivered,6/28/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,100,$900.00,$900.00,,$900.00,-- ,-- ,-- 
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,,6/25/21,Delivered,6/28/21,26,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,($110.00),$250.00,-- ,-- ,-- 
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,,6/25/21,Delivered,6/28/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,15,$135.00,$135.00,-- ,$135.00,-- ,-- ,-- 
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,,6/25/21,Delivered,6/28/21,26,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,60,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Apothecarium,Apothecarium,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,50,$450.00,$450.00,,$450.00,-- ,-- ,-- 
Apothecarium,Las Vegas Releaf,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,20,$200.00,$200.00,,$200.00,-- ,-- ,-- 
Las Vegas ReLeaf,MedMen,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,50,$500.00,$500.00,,$500.00,-- ,-- ,-- 
MedMen Paradise,MedMen,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,,$180.00,-- ,-- ,-- 
MedMen Paradise,MedMen,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,,$360.00,-- ,-- ,-- 
MedMen Paradise,MedMen,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,60,$180.00,$180.00,,$180.00,-- ,-- ,-- 
MedMen Paradise,MedMen,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,20,$140.00,$140.00,,$140.00,-- ,-- ,-- 
MedMen Paradise,MedMen,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,100,$900.00,$900.00,,$900.00,-- ,-- ,-- 
MedMen Paradise,MedMen,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,78,$780.00,$780.00,,$780.00,-- ,-- ,-- 
MedMen Spring Valley,MedMen,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,,$180.00,-- ,-- ,-- 
MedMen Spring Valley,MedMen,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,,$180.00,-- ,-- ,-- 
MedMen Spring Valley,MedMen,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,18,$180.00,$180.00,,$180.00,-- ,-- ,-- 
MedMen DTLV,Nuwu,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,,$540.00,-- ,-- ,-- 
MedMen DTLV,The Source,,6/24/21,Delivered,6/29/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,42,$420.00,$420.00,,$420.00,-- ,-- ,-- 
NuWu,The Source,,6/25/21,Delivered,6/29/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
NuWu,The Source,,6/25/21,Delivered,6/29/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,48,$480.00,$480.00,-- ,$480.00,-- ,-- ,-- 
The Source NLV,The Source,,6/21/21,Delivered,6/30/21,26,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
The Source NLV,MedMen,,6/21/21,Delivered,6/30/21,26,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
The Source NLV,MedMen,,6/21/21,Delivered,6/30/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
The Source NLV,Jardin,,6/21/21,Delivered,6/30/21,26,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,20,$60.00,$60.00,-- ,$60.00,-- ,-- ,-- 
MedMen DTLV,MedMen,,6/24/21,Delivered,6/30/21,26,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,,$180.00,-- ,-- ,-- 
MedMen DTLV,Nuwu,,6/24/21,Delivered,6/30/21,26,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,48,$144.00,$144.00,,$144.00,-- ,-- ,-- 
Jardin,Apothecarium,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,65,$650.00,$650.00,-- ,$650.00,,,
The Dispensary Las Vegas,The Dispensary,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,35,$350.00,$350.00,-- ,$350.00,,,
The Dispensary Eastern,The Dispensary,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,25,$250.00,$250.00,-- ,$250.00,,,
The Dispensary Reno,The Dispensary,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,50,$500.00,$500.00,-- ,$500.00,,,
Mynt Downtown,Mynt,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,35,$350.00,$350.00,-- ,$350.00,,,
Mynt North,Mynt,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,25,$250.00,$250.00,-- ,$250.00,,,
Thrive North Las Vegas,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$7.20,$7.20,40,$360.00,$288.00,-- ,$288.00,,,
Thrive North Las Vegas,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$7.20,$7.20,32,$288.00,$230.40,-- ,$230.40,,,
Thrive North Las Vegas,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$7.20,$7.20,40,$360.00,$288.00,-- ,$288.00,,,
Thrive North Las Vegas,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,192,$576.00,$576.00,-- ,$576.00,,,
Thrive North Las Vegas,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,,$10.00,60,$600.00,$600.00,-- ,$600.00,,,
Thrive North Las Vegas,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,$7.20,$7.20,32,$288.00,$230.40,-- ,$230.40,,,
Thrive Reno,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$7.20,$7.20,40,$360.00,$288.00,-- ,$288.00,,,
Thrive Reno,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$7.20,$7.20,32,$288.00,$230.40,-- ,$230.40,,,
Thrive Reno,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$7.20,$7.20,40,$360.00,$288.00,-- ,$288.00,,,
Thrive Reno,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,$2.40,$2.40,192,$576.00,$460.80,-- ,$460.80,,,
Thrive Reno,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,$8.00,$8.00,60,$600.00,$480.00,-- ,$480.00,,,
Thrive Reno,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,$7.20,$7.20,32,$288.00,$230.40,-- ,$230.40,,,
Thrive West Sahara,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$7.20,$7.20,24,$216.00,$172.80,-- ,$172.80,,,
Thrive West Sahara,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$7.20,$7.20,16,$144.00,$115.20,-- ,$115.20,,,
Thrive West Sahara,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$7.20,$7.20,40,$360.00,$288.00,-- ,$288.00,,,
Thrive West Sahara,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,$2.40,$2.40,192,$576.00,$460.80,-- ,$460.80,,,
Thrive West Sahara,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,$8.00,$8.00,60,$600.00,$480.00,-- ,$480.00,,,
Thrive West Sahara,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,$7.20,$7.20,16,$144.00,$115.20,-- ,$115.20,,,
Thrive Southern Highlands,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$7.20,$7.20,32,$288.00,$230.40,-- ,$230.40,,,
Thrive Southern Highlands,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$7.20,$7.20,20,$180.00,$144.00,-- ,$144.00,,,
Thrive Southern Highlands,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$7.20,$7.20,20,$180.00,$144.00,-- ,$144.00,,,
Thrive Southern Highlands,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,$2.40,$2.40,192,$576.00,$460.80,-- ,$460.80,,,
Thrive Southern Highlands,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño Hi Boy 12oz 4pk,$10.00,$8.00,$8.00,60,$600.00,$480.00,-- ,$480.00,,,
Thrive Southern Highlands,Thrive,,6/25/21,Delivered,6/30/21,26,6,2,2021,,Pineapple Jalapeño 8oz 6pk,$9.00,$7.20,$7.20,20,$180.00,$144.00,-- ,$144.00,,,
