state,door,account,Delivery,sales_rep
CA,MedMen Emeryville (SF),MedMen,No,Jen
CA,MedMen LAX,MedMen,No,Jen
CA,MedMen Venice Beach,MedMen,No,Jen
CA,MedMen Santa Ana,MedMen,No,Jen
CA,Medmen Torrey Pines (SD),MedMen,No,Jen
CA,Budoloigy,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Medmen Kearny Mesa (SD),MedMen,No,Jen
CA,Roll Up Inc.,* Independent Kiva Sales & Service,No,Not In Mapping
CA,MedMen Union (SF),MedMen,No,Jen
CA,Beyond Hello - Grover Beach,Beyond Hello/Jushi Brand,No,Jen
CA,Mecca The Store,* Independent Kiva Sales & Service,No,Not In Mapping
CA,The Woods (Erba),Erba,No,Jen
CA,Lemonnade - Melrose,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Bud Brothers,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Ball Family Farms,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Conscious Consulting and Yoga Inc.,* Independent Kiva Sales & Service,No,Not In Mapping
CA,The Sweet Spot,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Abatin Wellness Center,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Stiiizy - Santa Rosa,Stiiizy,No,Jen
CA,Cookies - Union City (Lemonnade),Cookies Corp,No,Jen
CA,Budega - Westwood,Budega,No,Not In Mapping
CA,Traditional - Pico,Traditional,No,Ryan
CA,WonderBrett,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Tioga Green,* Independent Kiva Sales & Service,No,Not In Mapping
CA,MOCA Humboldt,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Slo Driver,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Earth's Natural Remedy,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Mankind - Retail,Mankind,No,Not In Mapping
CA,STIIIZY - WESTERN,Stiiizy,No,Jen
CA,Mount Shasta Patients Collective,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Valley Health Options Collective,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Depot - Silver Lake (Eaze),Eaze,Yes,Elyse
CA,California Artisanal Medicine dba CAM Delivery,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Cannavine,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Nela Rd,* Independent Kiva Sales & Service,No,Not In Mapping
CA,The Hook Outlet,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Catalyst - Bellflower,Catalyst,No,Karlie
CA,Catalyst - Pine,Catalyst,No,Karlie
CA,Blaze1 - Dunsmuir,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Catalyst - Pomona,Catalyst,No,Karlie
CA,Delta 9 THC,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Catalyst - San Bernardino,Catalyst,No,Karlie
CA,Urbana - SoMa,Urbana,No,TBH
CA,Mr Nice Guy - The Marketplace SA,Mr Nice Guy,No,Ryan
CA,Cookies - Napa,Cookies Corp,No,Jen
CA,Exclusive Care Delivery,* Independent Kiva Sales & Service,No,Not In Mapping
CA,High Road Delivery,* Independent Kiva Sales & Service,No,Not In Mapping
CA,SEPTEM COMA INC - South Sacramento Care Center,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Off the Charts - Van Nuys,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Weed Dash Inc,* Independent Kiva Sales & Service,No,Not In Mapping
CA,CANN,* Independent Kiva Sales & Service,No,Not In Mapping
CA,March and Ash Wilson St.,March and Ash,No,Karlie
CA,Canna-Couriers,* Independent Kiva Sales & Service,No,Not In Mapping
IL,Zen Leaf - St. Charles,Zen Leaf,No,Latifah
IL,Zen Leaf - Prospect Heights,Zen Leaf,No,Latifah
IL,Zen Leaf - Lombard,Zen Leaf,No,Latifah
IL,Nature's Care - Rolling Meadows,Nature's Care,No,Latifah
IL,Curaleaf - Skokie,Curaleaf,No,Latifah
IL,Curaleaf - Worth,Curaleaf,No,Latifah
IL,Ascend - Chicago Logan Square,Ascend,No,Elyse
IL,Rise - Naperville,GTI,No,Gia
IL,Rise - Mundelein,GTI,No,Gia
IL,Curaleaf - Westmont,Curaleaf,No,Latifah
IL,Curaleaf - Melrose Park,Curaleaf,No,Latifah
IL,Curaleaf - Mokena,Curaleaf,No,Latifah
IL,Curaleaf - Morris,Curaleaf,No,Latifah
IL,Curaleaf - Justice,Curaleaf,No,Latifah
IL,Curaleaf - Lincoln Park,Curaleaf,No,Latifah
IL,Nature's Care - West Loop,Nature's Care,No,Latifah
IL,Ascend - Chicago River North,Ascend,No,Elyse
IL,Rise - Canton,GTI,No,Gia
IL,Windy City - Highwood,Windy City Cannabis,No,Latifah
IL,Zen Leaf - Highland Park,Zen Leaf,No,Latifah
IL,Curaleaf - Deerfield,Curaleaf,No,Latifah
IL,Curaleaf - Northbrook,Curaleaf,No,Latifah
IL,Enlightened - Mount Prospect,Enlightened,No,Latifah
IL,Verilife - Ottawa,Verilife,No,Latifah
IL,NuEra - Chicago,NuEra,No,Latifah
IL,The Happy Cannabis Co. - Loves Park,The Happy Cannabis Co.,No,Latifah
IL,Rise - Quincy,GTI,No,Gia
IL,The Dispensary - Fulton,The Dispensary,No,Latifah
IL,The Dispensary - East Dubuque,The Dispensary,No,Latifah
IL,Rise - Lake in the Hills,GTI,No,Gia
IL,Rise - Joliet Colorado Ave,GTI,No,Gia
IL,Rise - Joliet Rock Creek,GTI,No,Gia
IL,Rise - Niles,GTI,No,Gia
IL,Rise Illinois - Effingham,GTI,No,Gia
IL,Beyond/Hello - Normal,Beyond/Hello,No,Latifah
IL,Beyond/Hello - Bloomington,Beyond/Hello,No,Latifah
IL,Ascend - Fairview Heights,Ascend,No,Elyse
IL,Ascend - Collinsville,Ascend,No,Elyse
IL,Trinity Compassionate Care Centers - West Glen,Trinity,No,Latifah
IL,Beyond/Hello - Sauget 2,Beyond/Hello,No,Latifah
IL,Beyond/Hello - Sauget,Beyond/Hello,No,Latifah
IL,MedMen - Oak Park,MedMen,No,Jen
IL,Hatch - Wheeling,Hatch,No,Latifah
IL,Mission - South Chicago,Mission,No,Latifah
IL,Mission - Calumet City,Mission,No,Latifah
IL,EarthMed - Rosemont,EarthMed,No,Latifah
IL,Zen Leaf - The Herbal Care Center,Zen Leaf,No,Latifah
IL,Zen Leaf - West Loop,Zen Leaf,No,Latifah
IL,Ascend - Chicago Ridge,Ascend,No,Elyse
IL,Ascend - Midway,Ascend,No,Elyse
IL,Zen Leaf - Aurora,Zen Leaf,No,Latifah
IL,Zen Leaf - Evanston,Zen Leaf,No,Latifah
IL,Zen Leaf - Naperville,Zen Leaf,No,Latifah
IL,NuEra - Champaign,NuEra,No,Latifah
IL,Consume - Chicago,Consume,No,Latifah
IL,Ascend - Horizon,Ascend,No,Elyse
IL,Ascend - Adams Street,Ascend,No,Elyse
IL,Sunnyside - Champaign,Sunnyside,No,Latifah
IL,Sunnyside - Danville,Sunnyside,No,Latifah
IL,Windy City - Posen,Windy City Cannabis,No,Latifah
IL,Sunnyside - Buffalo Grove,Sunnyside,No,Latifah
IL,Sunnyside - Elmwood Park,Sunnyside,No,Latifah
IL,Sunnyside - Naperville,Sunnyside,No,Latifah
IL,Sunnyside - River North,Sunnyside,No,Latifah
IL,Sunnyside - Schaumburg,Sunnyside,No,Latifah
IL,Sunnyside - South Beloit,Sunnyside,No,Latifah
IL,Sunnyside - Rockford,Sunnyside,No,Latifah
IL,Cannabist - Villa Park,Cannabist,No,Latifah
IL,Windy City - Carpentersville,Windy City Cannabis,No,Latifah
IL,Sunnyside Illinois - Wrigleyville,Sunnyside,No,Latifah
IL,Hatch - Addison,Hatch,No,Latifah
IL,Verilife - Galena,Verilife,No,Latifah
IL,Verilife - River North,Verilife,No,Latifah
IL,Verilife - Romeoville,Verilife,No,Latifah
IL,NuEra - Urbana,NuEra,No,Latifah
IL,Verilife - Arlington Heights,Verilife,No,Latifah
IL,Verilife - North Aurora,Verilife,No,Latifah
IL,VeriLife - Schaumburg,Verilife,No,Latifah
IL,GreenGate - Chicago,GreenGate,No,Latifah
IL,Herbal Remedies - Quincy,Herbal Remedies,No,Latifah
IL,Mapleglen Care Center,Mapleglen,No,Latifah
IL,Rise Illinois - Charleston,GTI,No,Gia
IL,Consume - Oakbrook Terrace,Consume,No,Latifah
IL,Enlightened - Schaumburg,Enlightened,No,Latifah
IL,Cannabist - Chicago,Cannabist,No,Latifah
IL,Verilife - Rosemont,Verilife,No,Latifah
IL,Quincy - REC 2,Herbal Remedies,No,Latifah
IL,Dispensary 33 - N Clark St.,Dispensary 33,No,Latifah
IL,Windy City - Homewood,Windy City Cannabis,No,Latifah
IL,Zen Leaf - Rogers Park,Zen Leaf,No,Latifah
IL,Consume - Carbondale,Consume,No,Latifah
IL,North Aurora - REC,VeriLife IL,No,Latifah
IL,Ottawa - REC,VeriLife IL,No,Latifah
IL,Romeoville - REC,VeriLife IL,No,Latifah
IL,Marion - MED,Consume IL,No,Latifah
IL,Addison - MED,EarthMed,No,Latifah
MA,Bask,Bask,No,Joe
MA,Sanctuary Gardner,Sanctuary,No,Joe
MA,Ascend Boston,Ascend,No,Elyse
MA,Ascend Newton,Ascend,No,Elyse
MA,Bud's Goods & Provisions Worcester,Bud's Goods & Provisions,No,Joe
MA,Sanctuary Woburn,Sanctuary,No,Joe
MA,Ermont,Ermont,No,Joe
MA,Bud's Goods & Provisions Abington,Bud's Goods & Provisions,No,Joe
MA,Garden Remedies Melrose,Garden Remedies,No,Joe
MA,Garden Remedies Newton,Garden Remedies,No,Joe
MA,Sanctuary Brookline,Sanctuary,No,Joe
MA,Silver Therapeutics - Williamstown,Silver Therapeutics,No,Joe
MA,Rebelle,Rebelle,No,Joe
MA,The Pass,The Pass,No,Joe
MA,Local Roots Fitchburg,Local Roots,No,Joe
MA,Garden Wonders,Garden Wonders,No,Joe
MA,Elevated Roots,Elevated Roots,No,Joe
MA,Garden Remedies Marlborough,Garden Remedies,No,Joe
MA,Enlite Cannabis LLC,Enlite Cannabis LLC,No,Joe
MA,Local Roots Marlborough,Local Roots,No,Joe
MA,Redi,Redi,No,Joe
MA,GreenStar Herbals Maynard,GreenStar,No,Joe
MA,Nature's Remedy - Millbury,Nature's Remedy,No,Joe
MA,Nature's Remedy - Tyngsborough,Nature's Remedy,No,Joe
MA,Apothca Arlington,Apothca,No,Joe
MA,Apothca Lynn,Apothca,No,Joe
MA,GreenStar Herbals Dracut,GreenStar,No,Joe
MA,Local Roots Sturbridge,Local Roots,No,Joe
MA,RISE Amherst,GTI,No,Gia
MA,Temescal Wellness Framingham,Temescal Wellness,No,Joe
MA,United Cultivation,United Cultivation,No,Joe
MA,NETA,NETA,No,Joe
MA,South Shore Buds,South Shore Buds,No,Joe
MA,Western Front,Western Front,No,Joe
MA,Revolutionary Clinics - Cambridge,Revolutionary Clinics,No,Joe
MA,Northeast Alternatives,Northeast Alternatives,No,Joe
MA,Mission Brookline,Mission,No,Joe
MA,Cookies Worcester,Cookies,No,Joe
MA,Native Sun North Atleboro,Native Sun,No,Joe
MA,Zen Leaf Sharon,Zen Leaf,No,Joe
MA,MedMen Fenway,MedMen,No,Jen
MA,Sanctuary Danvers,Sanctuary,No,Joe
MA,Farnsworth Fine Cannabis,Farnsworth Fine Cannabis,No,Joe
MA,Kapha Cannabis,Kapha Cannabis,No,Joe
MA,Mission Georgetown,Mission,No,Joe
MA,Zen Leaf Plymouth,Zen Leaf,No,Joe
MA,Reverie 73,Reverie 73,No,Joe
MA,GreenStar Herbals Chelsea,GreenStar,No,Joe
MA,Temescal Wellness Pittsfield,Temescal Wellness,No,Joe
MA,Green Meadows,Green Meadows,No,Joe
MA,High Hopes,High Hopes,No,Joe
MA,Affinity West Springfield,Affinity,No,Joe
MA,Affinity Boston,Affinity,No,Joe
MA,Heal,Heal,No,Joe
MA,Botera Franklin,Botera Franklin,No,Joe
MA,Collective - Billerica,Collective,No,Joe
MA,Collective - Littleton,Collective,No,Joe
MA,Cannapi Dispensary,Cannapi,No,Joe
MA,Temescal Wellness Hudson,Temescal Wellness,No,Joe
MA,Truelieve Holyoke,Truelieve Holyoke,No,Joe
MA,Apothca Boston,Apothca,No,Joe
MA,Mission Worcester,Mission,No,Joe
MA,Resinate - Worcester,Resinate,No,Joe
MA,Clear Sky Cannabis  - North Adams,Clear Sky Cannabis  - North Adams,No,Joe
MA,Mayflower Medicinals Worcester,Mayflower Medicinals,No,Joe
MA,Mayflower Medicinals Boston,Mayflower Medicinals,No,Joe
MA,Harmony of MA,Harmony of MA,No,Joe
MA,Tree House Craft Cannabis,Tree House Craft Cannabis,No,Joe
MA,Native Sun North Attleboro,,No,Joe
MA,Union Twist - Framingham,,No,Joe
MA,Greatest Hits,,No,Joe
MA,"Ganesh Wellness, Inc. d.b.a. Campfire Cannabis",,No,Joe
MA,"Diem Lynn, LLC",,No,Joe
MA,Diem Worcester,,No,Joe
MA,Mello Fellows,,No,Joe
MA,Resinate Northhampton,,No,Joe
MA,Heal Sturbridge,,No,Joe
MA,reLeaf Alternative Inc.,,No,Joe
MA,Cannabist - Boston,,No,Joe
MA,Revolutionary Clinics - Somerville,,No,Joe
MA,Revolutionary Clinics - Central Square,,No,Joe
MA,Major Bloom,,No,Joe
MA,Doobie,,No,Joe
MA,Bud's Good & Provisions - Watertown,,No,Joe
MA,Kosa,,No,Joe
MA,"Olde World Remedies, Inc",,No,Joe
MA,"BWell Holdings, Inc",,No,Joe
MA,Cape Cod Cannabis,,No,Joe
MA,The Haven Center - Provincetown,,No,Joe
MA,Uma Flowers Cannabis Dispensary,,No,Joe
MA,Essex Apothecary,,No,Joe
MA,Curaleaf Webster,,No,Joe
MA,INSA Springfield  Med,,No,Joe
MA,1Connection,,No,Joe
MA,Flower & Soul,,No,Joe
MA,Zahara,,No,Joe
MA,Heal Provincetown,,No,Joe
MA,The Botanist Worcester,,No,Joe
MA,Temescal - Worcester - Production,,No,Joe
MA,The Hempest,,No,Joe
MA,Panacea Wellness,,No,Joe
MA,Western Front Cambridge,,No,Joe
MA,Canna Provisions - Holyoke,,No,Joe
MA,"Silver Therapeutics, Inc. (dba: Orange Cannabis Co.)",,No,Joe
MA,Revolutionary,Revolutionary,No,Joe
MA,Silver Therapeutics - Orange,Silver Therapeutics,No,Joe
MA,Caroline's Cannabis,Caroline's Cannabis,No,Joe
MA,Revolutionary - Fawcett,Revolutionary Clinics,No,Joe
MA,Revolutionary - Mass Ave,Revolutionary Clinics,No,Joe
MA,Revolutionary - Somerville,Revolutionary Clinics,No,Joe
MA,SEED,SEED,No,Joe
MA,Fine Fettle,Fine Fettle,No,Joe
MA,b\well,b\well,No,Joe
MA,Community Growth Partners,Community Growth Partners,No,Joe
MA,Liberty Compassion,Liberty Compassion,No,Joe
MA,Farnsworth Fine Cannabis,HIGHMINDED LLC,No,Joe
MA,"New Dia, LLC","New Dia, LLC",No,Joe
MA,"Apothca, Inc.","Apothca, Inc.",No,Joe
MA,"Apothca, Inc",Apothca,No,Joe
MA,Berkshire Welco,Berkshire Welco,No,Joe
MA,Heal Sturbridge,Heal,No,Joe
MA,"Jushi MA, Inc.","Jushi MA, Inc.",No,Joe
MA,Cypress Tree Management,"Cypress Tree Management, Inc.",No,Joe
MA,"Theory Wellness, Inc. - Chicopee",Theory Wellness,No,Joe
MA,Healthy Pharms,Healthy Pharms,No,Joe
MA,Pure Oasis LLC,Pure Oasis LLC,No,Joe
MA,Frozen 4 Corporation,Frozen 4 Corporation,No,Joe
MA,"Four Daughters Compassionate Care, Inc.","Four Daughters Compassionate Care, Inc.",No,Joe
MA,Revolutionary Clinics II,Revolutionary Clinics,No,Joe
MA,GTE Franklin LLC,GTE Franklin LLC,No,Joe
MA,Native Sun Hudson,Native Sun,No,Joe
NV,Essence Durango,GTI,No,Gia
NV,MedMen Spring Valley,MedMen,No,Jen
NV,MedMen Paradise,MedMen,No,Jen
NV,Beyond Hello,Beyond/Hello,No,Gia
NV,MedMen DTLV,MedMen,No,Jen
NV,The Source Henderson,The Source,No,Gia
NV,The Source Las Vegas,The Source,No,Gia
NV,The Source NLV,The Source,No,Gia
NV,Rise Reno,GTI,No,Gia
NV,Mynt Downtown,Mynt,No,Gia
NV,MYNT North,,No,Gia
NV,Tree of Life,Tree of Life,No,Gia
NV,Planet 13,Planet 13,No,Gia
NV,Exhale,Exhale,No,Gia
NV,Rise Henderson,GTI,No,Gia
NV,Essence Tropicana,GTI,No,Gia
NV,Rise Carson City,GTI,No,Gia
NV,RISE Spanish Springs,,No,Gia
NV,Jenny's Dispensary- Las Vegas,,No,Gia
NV,Essence Rainbow,GTI,No,Gia
NV,Cookies on Flamingo,Cookies,No,Gia
NV,The Dispensary Eastern Express,The Dispensary,No,Gia
NV,The Dispensary Decatur,The Dispensary,No,Gia
NV,The Dispensary Henderson,The Dispensary,No,Gia
NV,The Dispensary Reno,The Dispensary,No,Gia
NV,Jardin,Jardin,No,Gia
NV,The Source Reno,The Source,No,Gia
NV,Wallflower,Wallflower,No,Gia
NV,Shango,Shango,No,Gia
NV,Euphoria Wellness,Euphoria Wellness,No,Gia
NV,Inyo Fine Cannabis Dispensary,Inyo,No,Gia
NV,Green Cannabis,Green Cannabis,No,Gia
NV,Three Nations Cannabis,Three Nations Cannabis,No,Gia
NV,Cookies on the Strip,GTI,No,Gia
NV,Rise Henderson,,No,Gia
NV,Tree of Life City of Las Vegas,,No,Gia
NV,Curaleaf,,No,Gia
NV,Curaleaf Western,,No,Gia
NV,Silver State Relief Fernley,,No,Gia
NV,Silver State Relief,,No,Gia
NV,Thrive Cactus,,No,Gia
NV,Thrive Reno,Thrive,No,Gia
NV,Thrive Jackpot,,No,Gia
NV,NuLeaf on the Strip,,No,Gia
NV,Greenleaf Wellness,,No,Gia
NV,The Source - Distribution,,No,Gia
NV,Apothecarium,Apothecarium,No,Gia
NV,Rise Spanish Springs,GTI,No,Gia
NV,Mynt North Reno,Mynt,No,Gia
NV,NuWu,Nuwu,No,Gia
NV,Thrive Southern Highlands,Thrive,No,Gia
NV,Jenny's Dispensary North Las Vegas,Jenny's Dispensary,No,Gia
NV,Pisos,Pisos,No,Gia
NV,Las Vegas ReLeaf,Las Vegas Releaf,No,Gia
NV,Reef Dispensaries,Reef Dispensaries,No,Gia
NV,Vegas Treehouse,Vegas Treehouse,No,Gia
NV,Cultivate,Cultivate,No,Gia
NV,Green Cannabis,Green Cannabis ,No,Gia
NV,NeWe,NeWe,No,Gia
NV,Apothecary Shoppe,Apothecary Shoppe,No,Gia
NV,Medmen DTLV,GTI,No,Gia
NV,Medmen Spring Valley,GTI,No,Gia
NV,Las Vegas ReLeaf,Mynt,No,Gia
NV,Thrive North Las Vegas,Thrive,No,Gia
NV,The Grove Las Vegas,The Grove Las Vegas,No,Gia
NV,Thrive DTLV,Thrive,No,Gia
NV,Las Vegas ReLeaf,MedMen,No,Jen
NV,NuWu,The Source,No,Gia
NV,The Apothecary Shoppe,The Apothecary Shoppe,No,Gia
NV,Green Cross,Green Cross,No,Gia
NV,Silver State Relief Sparks,Silver State Relief Sparks,No,Gia
NV,Silver State Relief Fernley,Silver State Relief Fernley,No,Gia
NV,ShowGrow,ShowGrow,No,Gia
NV,Silver Sage Wellness,Silver Sage Wellness,No,Gia
NV,Oasis,Oasis,No,Gia
NV,The Sanctuary Downtown Las Vegas,The Sanctuary Downtown Las Vegas,No,Gia
NV,The Sanctuary North Las Vegas,The Sanctuary North Las Vegas,No,Gia
NV,NuWu Elko,NuWu,No,Gia
NV,NuWu North,NuWu,No,Gia
NV,   ,   ,No,Gia
NV,Thrive,Thrive,No,Gia
NV,Blum Reno,Blum Reno,No,Gia
NV,Sierra Wellness,Sierra Wellness,No,Gia
NV,Jenny's Dispensary Henderson,Jenny's Dispensary Henderson,No,Gia
NV,Blum Desert Inn,Blum Desert Inn,No,Gia
NV,Sahara Wellness,Sahara Wellness,No,Gia
NV,Kanna,Kanna,No,Gia
NV,NuLeaf Las Vegas,NuLeaf Las Vegas,No,Gia
NV,NuLeaf Incline Village,NuLeaf Incline Village,No,Gia
NV,Nevada Wellness Center,Nevada Wellness Center,No,Gia
NV,SoL Cannabis,SoL Cannabis,No,Gia
NV,Pesha Numma,Pesha Numma,No,Gia
NV,Curaleaf,Curaleaf,No,Gia
NV,The Apothecarium,Apothecarium,No,Gia
NV,The Dispensary Gibson,The Dispensary,No,Gia
NV,Reef,Reef,No,Gia
NV,Cultivate,Cultivate Dispensary (Wellness Connection of Nevada),No,Gia
IL,Rise - Effingham,GTI,No,Gia
IL,Ascend - Fairview,Ascend,No,Elyse
IL,Ascend - Springfield,Ascend,No,Elyse
IL,Midway - Chicago Archer,Midway,No,Latifah
IL,Midway - Chicago Ridge,Midway,No,Latifah
IL,MOCA - Logan Square,Ascend,No,Elyse
IL,MOCA - River North,Ascend,No,Elyse
IL,The Herbal Care Center,,No,Latifah
IL,Dispensary 33 - W Randolph,Dispensary 33,No,Latifah
IL,Sunnyside - Lakeview,Sunnyside,No,Latifah
IL,Windy City - Carpentersville,Verilife,No,Latifah
IL,Consume - Marion,Consume,No,Latifah
IL,EarthMed - Addison,EarthMed,No,Latifah
IL,Curaleaf - Weed Street,Curaleaf,No,Latifah
IL,Windy City - Litchfield,Windy City Cannabis,No,Latifah
IL,Windy City - Macomb,Windy City Cannabis,No,Latifah
IL,Enlightened - Mount Prospect (IL),Enlightened,No,Latifah
IL,Windy City Cannabis - Litchfield,Windy City Cannabis,No,Latifah
IL,Windy City Cannabis - Macomb,Windy City Cannabis,No,Latifah
IL,Windy City Cannabis - Highwood,Windy City Cannabis,No,Latifah
IL,Rise - Joliet Colorado Ave. (AU),GTI,No,Gia
IL,Rise - Joliet Rock Creek Blvd. (3CJ),GTI,No,Gia
IL,Rise - Niles AU,GTI,No,Gia
IL,Verilife - Chicago,Verilife,No,Latifah
IL,Dispensary 33 - Clark St.,Dispensary 33,No,Latifah
IL,Ascend - Horizon Drive,Ascend,No,Elyse
IL,Mission - Chicago South Shore,Mission,No,Latifah
IL,The Herbal Care Center,The Herbal Care Center,No,Latifah
IL,Dispensary 33 - Randolph St.,Dispensary 33,No,Latifah
IL,Nature's Care Company - Rolling Meadows,Nature's Care,No,Latifah
IL,Nature's Care Company - Chicago,Nature's Care,No,Latifah
IL,Windy City Cannabis - Posen,Windy City Cannabis,No,Latifah
IL,Windy City Cannabis - Homewood,Windy City Cannabis,No,Latifah
IL,Windy City Cannabis - Carpentersville,Windy City Cannabis,No,Latifah
IL,Hatch Dispensary - Addison,Hatch,No,Latifah
IL,Zen Leaf - Charleston,Zen Leaf,No,Latifah
IL,Hatch Dispensary - Wheeling,Hatch,No,Latifah
IL,Columbia Care - Chicago,Columbia Care,No,Latifah
IL,Cannabist - Villa Park,Columbia Care,No,Latifah
IL,The Happy Cannabis Company. - Loves Park,The Happy Cannabis Co.,No,Latifah
IL,NuEra - East Peoria,NuEra,No,Latifah
IL,NuEra - Pekin,NuEra,No,Latifah
RI,Greenleaf,Greenleaf,No,Not Mapped
RI,Summit,Summit,No,Not Mapped
