state,door,account,Delivery,sales_rep
CA,Sovereign,* Independent Kiva Sales & Service,No,Ryan
CA,Cookies San Bernardino,Cookies Corp,No,Jen
CA,Marie's Deliverables,* Independent Kiva Sales & Service,No,Ryan
CA,Pure Aloha,* Independent Kiva Sales & Service,No,Ryan
CA,Coastal Delivery - Santa Barbara,The Parent Co.,No,TBH
CA,Higher Vision,* Independent Kiva Sales & Service,No,Ryan
CA,MARY JANE'S COLLECTIVE CAREGIVERS,* Independent Kiva Sales & Service,No,Ryan
CA,Bloom Room,* Independent Kiva Sales & Service,No,Ryan
CA,Haze,* Independent Kiva Sales & Service,No,Ryan
CA,Patient Care First - Distro,The Premier Group,No,Ryan
CA,Kush Alley - Medicinal,* Independent Kiva Sales & Service,No,Ryan
CA,420 Kingdom,* Independent Kiva Sales & Service,No,Ryan
CA,"Herbal Remedies Caregivers, Inc.",* Independent Kiva Sales & Service,No,Ryan
CA,Shatter,* Independent Kiva Sales & Service,No,Ryan
CA,Empire Gardens - Perris,* Independent Kiva Sales & Service,No,Ryan
CA,Good Lyfe,* Independent Kiva Sales & Service,No,Ryan
CA,Sun Valley Caregivers,* Independent Kiva Sales & Service,No,Ryan
CA,Sugar Budz,* Independent Kiva Sales & Service,No,Ryan
CA,PAC LA,* Independent Kiva Sales & Service,No,Ryan
CA,Medcare Farms,* Independent Kiva Sales & Service,No,Karlie
CA,West Clinik,Super Clinik,No,Ryan
CA,"West Valley Patients Center, Inc.",* Independent Kiva Sales & Service,No,Ryan
CA,D & M COMPASSION CENTER,* Independent Kiva Sales & Service,No,Ryan
CA,Palm Royale Collective,* Independent Kiva Sales & Service,No,Ryan
CA,SPARC 14th (LOPARC),SPARC,No,Ryan
CA,Bare Dispensary,* Independent Kiva Sales & Service,No,Ryan
CA,Case Farms,* Independent Kiva Sales & Service,No,Ryan
CA,PH Tradecraft Farms,TradeCraft,No,Karlie
CA,Remedy,* Independent Kiva Sales & Service,No,Ryan
CA,HPRC - Humboldt,* Independent Kiva Sales & Service,No,Ryan
CA,Perfect Union - Lompoc,Perfect Union,No,Ryan
CA,Fig and Thistle Apothecary,* Independent Kiva Sales & Service,No,Ryan
CA,Dr Greenthumb Cat City,* Independent Kiva Sales & Service,No,Ryan
CA,Mother Earth's Farmacy,* Independent Kiva Sales & Service,No,Ryan
CA,Napa Cannabis Collective,* Independent Kiva Sales & Service,No,Ryan
CA,Beyond / Hello,Beyond Hello/Jushi Brand,No,Jen
CA,Elevate - Los Angeles,Elevate - SoCal,No,Ryan
CA,Cannaco Research Corp,* Independent Kiva Sales & Service,No,Ryan
CA,Blum Oakland,BLUM,No,NorCal
CA,Hightend,* Independent Kiva Sales & Service,No,Ryan
CA,The Apothecarium - Capitola,Apothecarium,No,Elyse
CA,Golden Gate Cannabis,* Independent Kiva Sales & Service,No,Ryan
CA,Mammoth Holistics,Torrey Holistics,No,Karlie
CA,Santa Barbara Collective,* Independent Kiva Sales & Service,No,Ryan
CA,Off the Charts - Palm Springs,* Independent Kiva Sales & Service,No,Ryan
CA,"Aloha Aina, Inc",Cali Distro,No,Ryan
CA,Alpine Alternative,Vibe by CA,No,Ryan
CA,Cannablue,* Independent Kiva Sales & Service,No,Ryan
CA,California Collective Care,* Independent Kiva Sales & Service,No,Ryan
CA,Eagle Eye LLC,* Independent Kiva Sales & Service,No,Ryan
CA,EVR Managers LLC,Vibe by CA,No,Ryan
CA,Port City Alternative-Stockton - Medicinal,Vibe by CA,No,Ryan
CA,Semilla HRC,* Independent Kiva Sales & Service,No,Ryan
CA,The Farmers Flower,* Independent Kiva Sales & Service,No,Ryan
CA,"Three Habitat Consulting Antioch, LLC",CHAi,No,Ryan
CA,Calac Wellness,* Independent Kiva Sales & Service,No,Ryan
CA,DC Collective,* Independent Kiva Sales & Service,No,Ryan
CA,Gilbert Express and Cannabis Express,* Independent Kiva Sales & Service,No,Ryan
CA,Zen Healing Collective,* Independent Kiva Sales & Service,No,Ryan
CA,Rebud - Montebello,Rebud,No,Ryan
CA,THE COOKIE COMPANY,* Independent Kiva Sales & Service,No,Ryan
CA,Global Greenz,* Independent Kiva Sales & Service,No,Ryan
CA,Dr. Greenthumb's Sylmar,DGT,No,Ryan
CA,Universal Herbal Center,* Independent Kiva Sales & Service,No,Ryan
CA,ABIDE NAPA,* Independent Kiva Sales & Service,No,Ryan
CA,Captain Puff,* Independent Kiva Sales & Service,No,Ryan
CA,Coast to Coast,Coast to Coast,No,Ryan
CA,Collective Effort,* Independent Kiva Sales & Service,No,Ryan
CA,Culture - Mira Loma,Culture,No,Ryan
CA,"Varda, INC (Coastal Pasadena)",Coastal,No,TBH
CA,Cannabis Express,* Independent Kiva Sales & Service,No,Ryan
CA,"From The Earth / DBO Investments LB, LLC",From the Earth,No,Ryan
CA,Treeo,* Independent Kiva Sales & Service,No,Ryan
CA,HCMA,* Independent Kiva Sales & Service,No,Ryan
CA,PCC,* Independent Kiva Sales & Service,No,Ryan
CA,530 CANNABIS,High Times Delivery,No,Ryan
CA,Ohana Gardens,* Independent Kiva Sales & Service,No,Ryan
CA,SYNERGY,High Times Delivery,No,Ryan
CA,The Blvd,* Independent Kiva Sales & Service,No,Ryan
CA,HHC,* Independent Kiva Sales & Service,No,Ryan
CA,Culture - Banning,Culture,No,Ryan
CA,JAHnetics Delivery,* Independent Kiva Sales & Service,No,Ryan
CA,"HOME GROWN HOLISTIC COLLECTIVE, INC.",* Independent Kiva Sales & Service,No,Ryan
CA,Coastal - Santa Barbara,The Parent Co.,No,TBH
CA,Farmacy Berkeley,Glass House Group,No,Jen
CA,The Apothecarium - Market/Castro,Apothecarium,No,Elyse
CA,Blum - Oakland,Unrivaled Brands,No,Karlie
CA,Cal Street Cannabis - California,California Street Cannabis Co.,No,Ryan
CA,Farmacy Santa Ana,Glass House Group,No,Jen
CA,Ganjery,* Independent Kiva Sales & Service,No,Ryan
CA,High Now delivery (Pure CA),* Independent Kiva Sales & Service,No,Ryan
CA,Prussian Sticks LLC / Flower Co.,McDoestle,No,Not In Mapping
CA,Amuse - NCC Brisbane,Amuse,No,Elyse
CA,Blum - San Leandro,Unrivaled Brands,No,Karlie
CA,Coastal - West LA,The Parent Co.,No,TBH
CA,Varda (Coastal - Pasadena),Coastal,No,TBH
CA,Fig & Thistle Apothecary,* Independent Kiva Sales & Service,No,Ryan
CA,Green Dragon - Coachella Valley,Green Dragon Collective,No,Ryan
CA,Project Cannabis SF,Columbia Care,No,Karlie
CA,Eco Cannabis - Distro,* Independent Kiva Sales & Service,No,Ryan
CA,Embarc Tahoe,Embarc,No,Jen
CA,Liberty - SF,Holistic Health / Liberty,No,TBH
CA,SPARC Santa Rosa,SPARC,No,Ryan
CA,Movocan,* Independent Kiva Sales & Service,No,Ryan
CA,The Apothecarium (Lombard) - Deep Thought,Apothecarium,No,Elyse
CA,Delta Boyz,* Independent Kiva Sales & Service,No,Ryan
CA,Embarc Alameda,Embarc,No,Jen
CA,Holistic Pain Relief (LACC),LA Cannabis Co.,No,Ryan
CA,OG Arabian Nights LLC,* Independent Kiva Sales & Service,No,Ryan
CA,Organic Green Treatment Center (LACC),LA Cannabis Co.,No,Ryan
CA,Waves (delivery),* Independent Kiva Sales & Service,No,Ryan
CA,High Times Redding- SYNERGY,High Times Delivery,No,Ryan
CA,High Times Shasta- 530 CANNABIS,High Times Delivery,No,Ryan
CA,One Plant - Anitoch,CHAi / One Plant,No,Ryan
CA,Sunset Pipeline,Barbary Group,No,Ryan
CA,Juva RWC,Juva,No,Ryan
CA,WheelHouse,* Independent Kiva Sales & Service,No,Ryan
CA,Amuse - Lynwood,Amuse,No,Elyse
CA,Calma (The Parent Company),The Parent Co.,No,TBH
CA,"Kase's Journey, Inc",* Independent Kiva Sales & Service,No,Ryan
CA,Lytt,* Independent Kiva Sales & Service,No,Ryan
CA,TradeCraft - Vista,TradeCraft,No,Karlie
CA,Blum - The Spot - Halladay,Unrivaled Brands,No,Karlie
CA,Marygold,* Independent Kiva Sales & Service,No,Ryan
CA,"Flor X, Inc. - Distro",* Independent Kiva Sales & Service,No,Ryan
CA,Kiskanu,* Independent Kiva Sales & Service,No,Ryan
CA,Project Cannabis DTLA,Columbia Care,No,Karlie
CA,Coastal - Vallejo,The Parent Co.,No,TBH
CA,Cookies Berners on Haight,Cookies Corp,No,Jen
CA,Libra,* Independent Kiva Sales & Service,No,Ryan
CA,Project Cannabis NoHo,Columbia Care,No,Karlie
CA,Culture - Harvest Corner,Culture,No,Ryan
CA,Depot - Element 7 - South San Francisco,Eaze,Yes,Elyse
CA,March and Ash City Heights,March and Ash,No,Karlie
CA,Beyond Hello - Santa Barbara,Beyond Hello/Jushi Brand,No,Jen
CA,Purple Punch,* Independent Kiva Sales & Service,No,Ryan
CA,MOTA,* Independent Kiva Sales & Service,No,Ryan
CA,Mission Cannabis Club,* Independent Kiva Sales & Service,No,Ryan
CA,Boutiq (Primetime Cap),* Independent Kiva Sales & Service,No,Ryan
CA,Cookies Woodland Hills,* Independent Kiva Sales & Service,No,Jen
CA,Down Under Industries,* Independent Kiva Sales & Service,No,Ryan
CA,"Garden State Nectar, Inc.",* Independent Kiva Sales & Service,No,Ryan
CA,Strains,The Premier Group,No,Ryan
CA,Culture - Beverly Hills (BARC),Culture,No,Ryan
CA,Depot -BEACH ENLIGHTENMENT & COMPASSIONATE HEALING,Eaze,Yes,Elyse
CA,Go Erba,GO ERBA,No,Ryan
CA,Juva Stockton,Juva,No,Ryan
CA,STC Alternative Healing,* Independent Kiva Sales & Service,No,Ryan
CA,Herb N Joy - Goleta,* Independent Kiva Sales & Service,No,Ryan
CA,Embarc Martinez,Embarc,No,Jen
CA,Papa Bear Farm,* Independent Kiva Sales & Service,No,Ryan
CA,TradeCraft Farms - Port Hueneme,TradeCraft,No,Karlie
CA,Green Kong,* Independent Kiva Sales & Service,No,Ryan
CA,Mainstage,* Independent Kiva Sales & Service,No,Ryan
CA,Zen Humboldt,* Independent Kiva Sales & Service,No,Ryan
CA,Melrose Herbal Collective (LACC La Brea),LA Cannabis Co.,No,Ryan
CA,Euflora,Kushagram,No,Ryan
CA,Culture - Long Beach,Culture,No,Ryan
CA,High Times Oakport,High Times Delivery,No,Ryan
CA,Liberty Van Nuys,Holistic Health / Liberty,No,TBH
CA,Los Angeles Patients and Caregivers Group,* Independent Kiva Sales & Service,No,Ryan
CA,Med Leaf,* Independent Kiva Sales & Service,No,Ryan
CA,Depot - Tropicanna / WCW,Eaze,Yes,Elyse
CA,Bay Leaves,* Independent Kiva Sales & Service,No,Ryan
CA,High Times Coalinga,High Times Delivery,No,Ryan
CA,"Cloverdale Wellness, LLC",* Independent Kiva Sales & Service,No,Ryan
CA,Essence,GTI,No,Ryan
CA,Atrium Valley Village,Atrium,No,Karlie
CA,Emjay - La Mesa,Emjay,No,Karlie
CA,Amuse - San Jose,Amuse,No,Elyse
CA,Greenwolf,* Independent Kiva Sales & Service,No,Ryan
CA,The Artist Tree - Ktown,The Artist Tree,No,Ryan
CA,TradeCraft Disto,TradeCraft,No,Karlie
CA,Kind Farma,* Independent Kiva Sales & Service,No,Ryan
CA,Traditional,* Independent Kiva Sales & Service,No,Ryan
CA,"Kepos Enterprises, Inc.",* Independent Kiva Sales & Service,No,Ryan
CA,Originals,* Independent Kiva Sales & Service,No,Ryan
CA,"MAGNOLIA EXTRACTS, LLC : High Tide - NUG Ave.",* Independent Kiva Sales & Service,No,Ryan
CA,Trees of Echo Park,* Independent Kiva Sales & Service,No,Ryan
CA,Mercy Wellness - Santa Rosa,Mercy Wellness,No,Ryan
CA,The Bank,* Independent Kiva Sales & Service,No,Ryan
CA,Buzz Delivery,* Independent Kiva Sales & Service,No,Ryan
CA,CDXX LLC,* Independent Kiva Sales & Service,No,Ryan
CA,Green Bean,* Independent Kiva Sales & Service,No,Ryan
CA,No Wait Meds,* Independent Kiva Sales & Service,No,Ryan
CA,BASA,* Independent Kiva Sales & Service,No,Ryan
CA,Riverside Wellness-Guerneville,* Independent Kiva Sales & Service,No,Ryan
CA,Casa Cannabis,* Independent Kiva Sales & Service,No,Ryan
CA,Cannadel,* Independent Kiva Sales & Service,No,Ryan
CA,From The Earth CBD,From the Earth,No,Ryan
CA,SCSA - South coast Safe Access,* Independent Kiva Sales & Service,No,Ryan
CA,"209 Trading Company, INC",SoCal Green Meds,No,Ryan
CA,Tree Factory - Port Hueneme,* Independent Kiva Sales & Service,No,Ryan
CA,Evergreen,* Independent Kiva Sales & Service,No,Ryan
CA,The Circle,* Independent Kiva Sales & Service,No,Karlie
CA,Dr. Greenthumb DTLA,* Independent Kiva Sales & Service,No,Ryan
CA,Plantshop (Wellmar LLC),* Independent Kiva Sales & Service,No,Ryan
CA,LA Wonderland,* Independent Kiva Sales & Service,No,Ryan
CA,420 Strains,* Independent Kiva Sales & Service,No,Ryan
CA,Haven - Maywood,Haven,No,Ryan
CA,Planet 13 Orange County,* Independent Kiva Sales & Service,No,Karlie
CA,Greenwolf Bellflower,* Independent Kiva Sales & Service,No,Ryan
CA,Haven - Paramount,Haven,No,Ryan
CA,Markt Dispensary,* Independent Kiva Sales & Service,No,Ryan
CA,Mr Nice Guy - Santa Ana,Mr Nice Guy,No,Ryan
CA,Haven - Downtown Long Beach,Haven,No,Ryan
CA,Haven - Los Alamitos,Haven,No,Ryan
CA,Haven - San Bernardino,Haven,No,Ryan
CA,NUG - Oakland,NUG,No,Ryan
CA,Mr Nice Guy - Lake Elsinore,Mr Nice Guy,No,Ryan
CA,Cookies Santa Ana Ventures,* Independent Kiva Sales & Service,No,Jen
CA,The Healing Center Needles,* Independent Kiva Sales & Service,No,Ryan
CA,Humanity Wellness,* Independent Kiva Sales & Service,No,Ryan
CA,Reefside,* Independent Kiva Sales & Service,No,Ryan
CA,Haven - Belmont,Haven,No,Ryan
CA,Emjay - SF,Emjay,No,Karlie
CA,Mr Nice Guy - The Marketplace,Mr Nice Guy,No,Ryan
CA,The Green Cross,* Independent Kiva Sales & Service,No,Ryan
CA,Highway 29,* Independent Kiva Sales & Service,No,Ryan
CA,New Age Care Center,* Independent Kiva Sales & Service,No,Ryan
CA,SeaweedSF,* Independent Kiva Sales & Service,No,Ryan
CA,The Healing Tree,* Independent Kiva Sales & Service,No,Ryan
CA,"OC Coast, Inc.",* Independent Kiva Sales & Service,No,Ryan
CA,The Country Club - Distro,* Independent Kiva Sales & Service,No,Ryan
CA,ULBP - Grover Beach,Urbn Leaf,No,Karlie
CA,Davis Cannabis Collective (DCC),* Independent Kiva Sales & Service,No,Ryan
CA,Emjay - Lynwood,Emjay,No,Karlie
CA,ILLA Canna,Blaze Mota,No,Ryan
CA,Kushpharm,* Independent Kiva Sales & Service,No,Ryan
CA,"Wholesome Delivery, Inc",* Independent Kiva Sales & Service,No,Ryan
CA,BoRu Co,* Independent Kiva Sales & Service,No,Ryan
CA,Smart Collective,* Independent Kiva Sales & Service,No,Ryan
CA,The Cake House - Vista,The Cake House,No,Ryan
CA,Catalyst Pine,Catalyst,No,Karlie
CA,Gorilla Rx (Good Times Crenshaw),OTC,No,Ryan
CA,"KZD VENTURES, INC",* Independent Kiva Sales & Service,No,Ryan
CA,ULBP - Bay Park,Urbn Leaf,No,Karlie
CA,ULBP - San Jose,Urbn Leaf,No,Karlie
CA,Evergreen Evolution LLC,* Independent Kiva Sales & Service,No,Ryan
CA,Wellgreens - Lake Murray,Wellgreens,No,Ryan
CA,"GE GRANADA HILLS, INC",Green Earth,No,Ryan
CA,Wyllow (Voyage Distribution),"Voyage Distribution, Inc.",No,Ryan
CA,Green Dragon - Lompoc,Green Dragon Collective,No,Ryan
CA,ULBP - La Mesa,Urbn Leaf,No,Karlie
CA,ULBP - San Ysidro,Urbn Leaf,No,Karlie
CA,Beyond Hello - Palm Springs,Beyond Hello/Jushi Brand,No,Jen
CA,105TH MANAGEMENT,* Independent Kiva Sales & Service,No,Ryan
CA,Sixty-Four and Hope (La Cienega),* Independent Kiva Sales & Service,No,Ryan
CA,Cookies Antioch,Cookies Corp,No,Jen
CA,Jane Dispensary,* Independent Kiva Sales & Service,No,Ryan
CA,Cookies Coalinga,Cookies Corp,No,Jen
CA,Emerald Triangle Cannabis,* Independent Kiva Sales & Service,No,Ryan
CA,ULBP - Vista,Urbn Leaf,No,Karlie
CA,"Depot - Budget King, LLC",Eaze,Yes,Elyse
CA,ULBP - Seaside,Urbn Leaf,No,Karlie
CA,Catalyst - Distribution,Catalyst,No,Karlie
CA,"Higher Level GREENFIELD, INC",Higher Level,No,Ryan
CA,Catalyst El Monte,Catalyst,No,Karlie
CA,"Heart of the Emerald, LLC",* Independent Kiva Sales & Service,No,Ryan
CA,The Artist Tree - Riverside,The Artist Tree,No,Ryan
CA,Ventura Oaks Ventures,Blaze Mota,No,Ryan
CA,Amuse - Culver City,Amuse,No,Elyse
CA,Canntinas Group,N. Azimi,No,Ryan
CA,The Cake House - Malibu,The Cake House,No,Ryan
CA,Herb N Joy - Hanford,* Independent Kiva Sales & Service,No,Ryan
CA,Boca del Rio Agriculture LLC,* Independent Kiva Sales & Service,No,Ryan
CA,Erba Markets Venice (formerly Green Dot),Erba,No,Jen
CA,The Cake House - Wildomar,The Cake House,No,Ryan
CA,Josephine and Billie's,* Independent Kiva Sales & Service,No,Ryan
CA,Butter,* Independent Kiva Sales & Service,No,Ryan
CA,Cookies 805,* Independent Kiva Sales & Service,No,Jen
CA,Charlie Mike Inc.,* Independent Kiva Sales & Service,No,Ryan
CA,Doja Fields,* Independent Kiva Sales & Service,No,Ryan
CA,Hierba,Puff LA,No,Ryan
CA,Parkway Theater Inc,Green Remedy Collective,No,Ryan
CA,Plant Galaxy,* Independent Kiva Sales & Service,No,Ryan
CA,GBH Retail,* Independent Kiva Sales & Service,No,Ryan
CA,Joy Reserve,* Independent Kiva Sales & Service,No,Ryan
CA,"ELEVATION 2477, LLC",* Independent Kiva Sales & Service,No,Ryan
CA,Traditional Pico_2,* Independent Kiva Sales & Service,No,Ryan
CA,Catalyst Pomona,Catalyst,No,Karlie
CA,Quality Buds LLC,* Independent Kiva Sales & Service,No,Ryan
CA,Wellgreens - Lemon Grove,Wellgreens,No,Ryan
CA,Direct Natural Alternatives Inc.,* Independent Kiva Sales & Service,No,Ryan
CA,Greenskeepers,* Independent Kiva Sales & Service,No,Ryan
CA,Cal Street Cannabis - Clement,California Street Cannabis Co.,No,Ryan
CA,Erb and Arbor,* Independent Kiva Sales & Service,No,Ryan
CA,Jade Room - Torrance,* Independent Kiva Sales & Service,No,Ryan
CA,Herban Delivery / Levitating Enterprises INC,* Independent Kiva Sales & Service,No,Ryan
CA,Surf City Original,* Independent Kiva Sales & Service,No,Ryan
CA,TradeCraft - Los Angeles,TradeCraft,No,Karlie
CA,The Flore Store,* Independent Kiva Sales & Service,No,Ryan
CA,Authentic 909 LLC,Stiiizy,No,Jen
CA,"BCOK, Inc.",Stiiizy,No,Jen
CA,Colay Health Center,Stiiizy,No,Jen
CA,"CV Wellness, INC",Stiiizy,No,Jen
CA,"Ironworks Collective, Inc.",Stiiizy,No,Jen
CA,"KMBM, Inc.",Stiiizy,No,Jen
CA,Main St Supply,Stiiizy,No,Jen
CA,"Olive Drive Enterprises, Inc.",Stiiizy,No,Jen
CA,Positive Vibe,Stiiizy,No,Jen
CA,San Bernardino H ST,Stiiizy,No,Jen
CA,SGI BENICIA LLC,Stiiizy,No,Jen
CA,"SGI Jurupa, LLC.",Stiiizy,No,Jen
CA,SGI MARINA LLC,Stiiizy,No,Jen
CA,SGI PACHECO LLC,Stiiizy,No,Jen
CA,SGI RETAIL LLC,Stiiizy,No,Jen
CA,SGI SUISUN LLC,Stiiizy,No,Jen
CA,"Strategic Green Partners, LLC",Stiiizy,No,Jen
CA,TERP INC,Stiiizy,No,Jen
CA,"United 415, Inc.",Stiiizy,No,Jen
CA,"Social Equity Enterprises, LLC",* Independent Kiva Sales & Service,No,Ryan
CA,Green Line Delivery,* Independent Kiva Sales & Service,No,Ryan
CA,Catalyst Marina,Catalyst,No,Karlie
CA,"Depot - Uprooted, Inc.",Urbn Leaf,No,Karlie
CA,Sixty Four and Hope (Melrose),Sixty Four and Hope,No,Ryan
CA,SEPTEM COMA INC. : South Sacramento Care Center,* Independent Kiva Sales & Service,No,Ryan
CA,The Apothecarium - Castro,Apothecarium,No,Elyse
CA,3 Bros Santa Cruz,3Bros,No,Ryan
CA,Mary Jane's Collective,* Independent Kiva Sales & Service,No,Ryan
CA,SPARC Haight Street,SPARC,No,Ryan
CA,Compassionate Bay Delivery CBD,* Independent Kiva Sales & Service,No,Ryan
CA,Liberty SF,Holistic Health / Liberty,No,TBH
CA,Sweet Flower Culver City,Sweet Flower,No,Karlie
CA,The Apothecarium - Marina,Apothecarium,No,Elyse
CA,Harvest - 805 Beach Breaks,Harvest,No,Ryan
CA,Shoot the Moon,* Independent Kiva Sales & Service,No,Ryan
CA,Harvest - Palm Springs,Harvest,No,Ryan
CA,Harvest - Venice,Harvest,No,Ryan
CA,Herb Delivery - East LA,Herb Delivery,No,Ryan
CA,Canni Delivery,* Independent Kiva Sales & Service,No,Ryan
CA,Green Dragon - Love Shack,Green Dragon Collective,No,Ryan
CA,Amuse - Sacramento,Amuse,No,Elyse
CA,Depot - OC Delivery,Eaze,Yes,Elyse
CA,Harvest - Napa,Harvest,No,Ryan
CA,Legacy Kush,* Independent Kiva Sales & Service,No,Ryan
CA,Livity,* Independent Kiva Sales & Service,No,Ryan
CA,Sixty Four and Hope (La Cienega),Sixty Four and Hope,No,Ryan
CA,Alpha Core Inc.-Distro,* Independent Kiva Sales & Service,No,Ryan
CA,Holistic Healing Collective,* Independent Kiva Sales & Service,No,Ryan
CA,North Beach Pipeline,Barbary Group,No,Ryan
CA,Blazed Utopia,* Independent Kiva Sales & Service,No,Ryan
CA,3 Bros Midtown,3Bros,No,Ryan
CA,Sol Distro,Coastal,No,TBH
CA,R2H Dispensary,* Independent Kiva Sales & Service,No,Ryan
CA,Space Booth LA,* Independent Kiva Sales & Service,No,Ryan
CA,THE QUEEN OF DRAGONS,* Independent Kiva Sales & Service,No,Ryan
CA,Embarc Fairfield,Embarc,No,Jen
CA,Illa Canna (Ventura Oaks Ventures),Blaze Mota,No,Ryan
CA,Grace Delivery (Voyage Distribution),"Voyage Distribution, Inc.",No,Ryan
CA,SPARC Polk,SPARC,No,Ryan
CA,Tahoe Honey Company,* Independent Kiva Sales & Service,No,Ryan
CA,High Note - LAX,HIGH NOTE,No,Ryan
CA,Green Frog Delivery,* Independent Kiva Sales & Service,No,Ryan
CA,Rose Mary Jane,* Independent Kiva Sales & Service,No,Ryan
CA,All Natural Inc,* Independent Kiva Sales & Service,No,Ryan
CA,The Apothecarium - Soma,Apothecarium,No,Elyse
CA,Harvest - Pasadena,Harvest,No,Ryan
CA,Santa Cruz Naturals,Santa Cruz Naturals,No,Ryan
CA,Coastal Delivery - San Luis Obispo,Coastal,No,TBH
CA,Coastal - Stockton,Coastal,No,TBH
CA,Pineapple Express,Pineapple INC,No,Ryan
CA,Herb Delivery - West LA,Herb Delivery,No,Ryan
CA,"Ironworks Collective, INC. (Distro)",Stiiizy,No,Jen
CA,Foothill Health and Wellness,* Independent Kiva Sales & Service,No,Ryan
CA,Catalyst Palm Desert,Catalyst,No,Karlie
CA,High Note - Los Angeles,HIGH NOTE,No,Ryan
CA,High Note - Culver City,HIGH NOTE,No,Ryan
CA,PRESCOTT MOORE LLC,* Independent Kiva Sales & Service,No,Ryan
CA,Herb N Joy - Beverly Hills,* Independent Kiva Sales & Service,No,Ryan
CA,Depot - Hometown Heart - SF - SoCal Distro,Eaze,Yes,Elyse
CA,Extrax,* Independent Kiva Sales & Service,No,Ryan
CA,City Cannabis,* Independent Kiva Sales & Service,No,Ryan
CA,March and Ash - Imperial Beach,March and Ash,No,Karlie
CA,Catalyst Florence,Catalyst,No,Karlie
CA,Primetiming,* Independent Kiva Sales & Service,No,Ryan
CA,Solful - High Tide,Solful,No,Ryan
CA,SLOCAL Roots,* Independent Kiva Sales & Service,No,Ryan
CA,ULBP - Grossmont,Urbn Leaf,No,Karlie
CA,March and Ash Chula Vista,March and Ash,No,Karlie
CA,March and Ash Nirvana,March and Ash,No,Karlie
CA,"Seaweed Holistics, LLC",* Independent Kiva Sales & Service,No,Ryan
CA,High Times San Bernardino,High Times Delivery,No,Ryan
CA,The Bakery Fort Bragg,* Independent Kiva Sales & Service,No,Ryan
CA,Depot - OC Retail,Eaze,Yes,Elyse
CA,Therapeutic Herbal Company LLC,* Independent Kiva Sales & Service,No,Ryan
CA,Harborside San Leandro,Harborside,No,Karlie
CA,La Botica,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Marina Caregivers / Highway,* Independent Kiva Sales & Service,No,Ryan
CA,Solful - Sebastopol,Solful,No,Ryan
CA,Higher Level - Hollister,Higher Level,No,Ryan
CA,The Artist Tree - WeHo,The Artist Tree,No,Ryan
CA,Urbana - Mission,Urbana,No,TBH
CA,Amuse - OC,Amuse,No,Elyse
CA,Traditional - Olympic,Traditional,No,Ryan
CA,Mankind - Distro,Mankind,No,Not In Mapping
CA,Urbana - Geary,Urbana,No,TBH
CA,Wellgreens - Jungle Boys San Diego,Wellgreens,No,Ryan
CA,Coachella Greenery,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Desert Kush,* Independent Kiva Sales & Service,No,Not In Mapping
CA,HERB delivery - SFValley,Herb Delivery,No,Ryan
CA,M&M Telegraph Inc,* Independent Kiva Sales & Service,No,Ryan
CA,Union Station,* Independent Kiva Sales & Service,No,Ryan
CA,Hightend Dispensary,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Liberty Gardena,Holistic Health / Liberty,No,TBH
CA,Solful - Santa Rosa,Solful,No,Ryan
CA,Sweet Flower Pasadena,Sweet Flower,No,Karlie
CA,Higher Level - Seaside,Higher Level,No,Ryan
CA,Sherbinskis (Emjay Fairfax),Emjay,No,Karlie
CA,The Set Reseda (Superstore),* Independent Kiva Sales & Service,No,Not In Mapping
CA,EMERALD CITY DISTRIBUTION,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Cookies - Berners on Haight,* Independent Kiva Sales & Service,No,Not In Mapping
CA,"Depot - ECSD Management, LLC (Eaze San Diego)",Eaze,Yes,Elyse
CA,SPARC - Distro,SPARC,No,Ryan
CA,Ice Kream,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Jungle Boys OC,* Independent Kiva Sales & Service,No,Not In Mapping
CA,MedMen Long Beach,MedMen,No,Jen
CA,Medmen West Hollywood,MedMen,No,Jen
CA,OAKANNA,* Independent Kiva Sales & Service,No,Not In Mapping
CA,TradeCraft - El Monte,TradeCraft,No,Karlie
CA,Velvet Eagle Rock,Velvet,No,TBH
CA,Cookies - Hayward,Cookies Corp,No,Jen
CA,Cookies - Modesto,Cookies Corp,No,Jen
CA,Cookies - Antioch,Cookies Corp,No,Jen
CA,Cookies - La Mesa,Cookies Corp,No,Jen
CA,The Row House Cannabis Shoppe & Lounge,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Catalyst - Santa Ana,Catalyst,No,Karlie
CA,Cookies - Merced,Cookies Corp,No,Jen
CA,LaLaLand,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Universal Herbal Center (Pineapple Express Distro),Pineapple INC,No,Ryan
CA,Alexander Valley Organics Inc.,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Dixon Wellness Collective,* Independent Kiva Sales & Service,No,Not In Mapping
CA,Harborside SF,Harborside,No,Karlie
CA,Cookies - San Bernardino,Cookies Corp,No,Jen
CA,Green Qween,* Independent Kiva Sales & Service,No,Not In Mapping
CA,SPARC Sonoma,SPARC,No,Ryan
CA,Space Flyt,* Independent Kiva Sales & Service,No,Not In Mapping
