state,account,door,dollar_vol
CA,* Independent Kiva Sales & Service,105TH MANAGEMENT,2568.62
CA,* Independent Kiva Sales & Service,1841 El Camino (Horizon),0.29999999999999893
CA,* Independent Kiva Sales & Service,365 Recreational Cannabis,6582.84
CA,* Independent Kiva Sales & Service,420 Central,0.0
CA,* Independent Kiva Sales & Service,420 Kingdom,0.03999999999999915
CA,* Independent Kiva Sales & Service,420 Strains,486.06
CA,* Independent Kiva Sales & Service,515 Broadway,48.0
CA,* Independent Kiva Sales & Service,7 Stars Holistic Healing Center,1.4699999999999949
CA,* Independent Kiva Sales & Service,710 SF INC.,0.3999999999999986
CA,* Independent Kiva Sales & Service,A Green Alternative Cooperative,0.12999999999999937
CA,* Independent Kiva Sales & Service,A Therapeutic Alternative,1968.24
CA,* Independent Kiva Sales & Service,ABIDE NAPA,2988.81
CA,* Independent Kiva Sales & Service,AHHS Weho,5729.5199999999995
CA,* Independent Kiva Sales & Service,"ALTERNATIVES, A HEALTH COLLECTIVE",3.399999999999995
CA,* Independent Kiva Sales & Service,ASHE Society,15295.16
CA,* Independent Kiva Sales & Service,Abatin Wellness Center,0.009999999999999787
CA,* Independent Kiva Sales & Service,Airfield Supply Co.,118564.55
CA,* Independent Kiva Sales & Service,Alexander Valley Organics Inc.,264.0
CA,* Independent Kiva Sales & Service,All About Wellness,0.5999999999999979
CA,* Independent Kiva Sales & Service,All Natural Inc,684.16
CA,* Independent Kiva Sales & Service,Alpha Core Inc.,0.3999999999999986
CA,* Independent Kiva Sales & Service,Alpha Core Inc.-Distro,0.03999999999999915
CA,* Independent Kiva Sales & Service,Amenta Systems,1740.0
CA,* Independent Kiva Sales & Service,Apothecary,870.86
CA,* Independent Kiva Sales & Service,Ascent Mammoth,12381.7
CA,* Independent Kiva Sales & Service,Atomic Budz,0.2699999999999978
CA,* Independent Kiva Sales & Service,BASA,1351.5
CA,* Independent Kiva Sales & Service,BASA- Bay Area Safe Alternatives,3.400000000000004
CA,* Independent Kiva Sales & Service,Ball Family Farms,0.0
CA,* Independent Kiva Sales & Service,Bare Dispensary,0.02999999999999936
CA,* Independent Kiva Sales & Service,Bay Care Delivery,4302.07
CA,* Independent Kiva Sales & Service,Bay Leaves,150.05
CA,* Independent Kiva Sales & Service,BayQueen,0.02999999999999936
CA,* Independent Kiva Sales & Service,Bento Delivery,16034.94
CA,* Independent Kiva Sales & Service,Berkeley Patients Group (BPG),11114.88
CA,* Independent Kiva Sales & Service,Big Moon Sky,5.0
CA,* Independent Kiva Sales & Service,Big Sur Cannabotanicals,25904.17
CA,* Independent Kiva Sales & Service,Blaze1 - Dunsmuir,0.02999999999999936
CA,* Independent Kiva Sales & Service,Blazed Utopia,552.08
CA,* Independent Kiva Sales & Service,Bloom Room,0.4999999999999982
CA,* Independent Kiva Sales & Service,Blue Zen Ventures Management,36.800000000000004
CA,* Independent Kiva Sales & Service,Blunts and Moore,448.1
CA,* Independent Kiva Sales & Service,BoRu Co,5521.17
CA,* Independent Kiva Sales & Service,Boca del Rio Agriculture LLC,-1453.0000000000005
CA,* Independent Kiva Sales & Service,Boutiq (Primetime Cap),5920.88
CA,* Independent Kiva Sales & Service,Bud Brothers,0.02999999999999936
CA,* Independent Kiva Sales & Service,Budoloigy,720.0
CA,* Independent Kiva Sales & Service,Buds and Roses,1008.1
CA,* Independent Kiva Sales & Service,BudsBox,500.0
CA,* Independent Kiva Sales & Service,Butter,490.8
CA,* Independent Kiva Sales & Service,Buzz Delivery,3147.88
CA,* Independent Kiva Sales & Service,CALMA WEHO,5099.05
CA,* Independent Kiva Sales & Service,CANN,-44061.38
CA,* Independent Kiva Sales & Service,CBCB - Cannabis Buyers Club of Berkeley,0.8599999999999959
CA,* Independent Kiva Sales & Service,CCA California Caregivers Alliance,14005.63
CA,* Independent Kiva Sales & Service,CCC City Compassionate Caregivers,0.05999999999999872
CA,* Independent Kiva Sales & Service,CDXX LLC,960.12
CA,* Independent Kiva Sales & Service,CRAFT,1835.3999999999999
CA,* Independent Kiva Sales & Service,Calac Wellness,690.0
CA,* Independent Kiva Sales & Service,Calaveras Little Trees,1560.0
CA,* Independent Kiva Sales & Service,Calibueno,0.02999999999999936
CA,* Independent Kiva Sales & Service,California Alternative Caregivers,0.1
CA,* Independent Kiva Sales & Service,California Artisanal Medicine dba CAM Delivery,0.049999999999998934
CA,* Independent Kiva Sales & Service,California City Supply,3222.1
CA,* Independent Kiva Sales & Service,California Collective Care,127.83000000000001
CA,* Independent Kiva Sales & Service,California Street Cannabis Co,10536.2
CA,* Independent Kiva Sales & Service,Calwave Enterprises Inc,46511.38
CA,* Independent Kiva Sales & Service,Canna-Couriers,0.019999999999999574
CA,* Independent Kiva Sales & Service,Cannabis Express,3515.4
CA,* Independent Kiva Sales & Service,Cannablue,15026.52
CA,* Independent Kiva Sales & Service,Cannaco Research Corp,3673.6800000000003
CA,* Independent Kiva Sales & Service,Cannadel,1152.22
CA,* Independent Kiva Sales & Service,Cannasseurs Club - NoHo,0.2
CA,* Independent Kiva Sales & Service,Cannavine,0.03999999999999915
CA,* Independent Kiva Sales & Service,Canni Delivery,60.0
CA,* Independent Kiva Sales & Service,Canopy Club,4368.85
CA,* Independent Kiva Sales & Service,Captain Jacks,33963.94
CA,* Independent Kiva Sales & Service,Captain Puff,109.25999999999999
CA,* Independent Kiva Sales & Service,Casa Cannabis,3583.7
CA,* Independent Kiva Sales & Service,Case Farms,383.5
CA,* Independent Kiva Sales & Service,Charlie Mike Inc.,1994.0
CA,* Independent Kiva Sales & Service,Circle of Hope-Northridge,0.29999999999999893
CA,* Independent Kiva Sales & Service,City Cannabis,432.0
CA,* Independent Kiva Sales & Service,"Cloverdale Wellness, LLC",1897.84
CA,* Independent Kiva Sales & Service,Coachella Greenery,126.0
CA,* Independent Kiva Sales & Service,Coachella Valley Green Dragon,1765.22
CA,* Independent Kiva Sales & Service,Coastal Wellness,12776.34
CA,* Independent Kiva Sales & Service,Collective Effort,360.02
CA,* Independent Kiva Sales & Service,Community Gardens - EAP,3220.2900000000004
CA,* Independent Kiva Sales & Service,Community Gardens - OAKLAND,0.3199999999999932
CA,* Independent Kiva Sales & Service,Compassionate Bay Delivery CBD,844.03
CA,* Independent Kiva Sales & Service,Connected Transportation Partners Inc,2992.08
CA,* Independent Kiva Sales & Service,Conscious Consulting and Yoga Inc.,1260.21
CA,* Independent Kiva Sales & Service,Cookies - Berners on Haight,1599.2
CA,* Independent Kiva Sales & Service,Cookies 805,2477.89
CA,* Independent Kiva Sales & Service,Cookies Maywood,1728.76
CA,* Independent Kiva Sales & Service,Cookies Melrose,291.96
CA,* Independent Kiva Sales & Service,Cookies Santa Ana Ventures,456.0
CA,* Independent Kiva Sales & Service,Cookies Woodland Hills,0.17999999999999972
CA,* Independent Kiva Sales & Service,Cornerstone Research Collective,59299.77
CA,* Independent Kiva Sales & Service,Curbstone Exchange,2421.2599999999998
CA,* Independent Kiva Sales & Service,D & M COMPASSION CENTER,1743.15
CA,* Independent Kiva Sales & Service,DC Collective,3267.48
CA,* Independent Kiva Sales & Service,"DTPG Collective, Inc.",0.1
CA,* Independent Kiva Sales & Service,Dank Depot,1328.06
CA,* Independent Kiva Sales & Service,Date Palm (The Vault),542.22
CA,* Independent Kiva Sales & Service,Davis Cannabis Collective (DCC),1824.0
CA,* Independent Kiva Sales & Service,Delta 9 THC,144.0
CA,* Independent Kiva Sales & Service,Delta Boyz,292.13
CA,* Independent Kiva Sales & Service,Delta Dispensary,180.28
CA,* Independent Kiva Sales & Service,Desert Kush,984.0
CA,* Independent Kiva Sales & Service,Desert Organic Solutions,0.36999999999999744
CA,* Independent Kiva Sales & Service,Direct Natural Alternatives Inc.,144.0
CA,* Independent Kiva Sales & Service,Divine Wellness Center,442.79999999999995
CA,* Independent Kiva Sales & Service,Dixon Wellness Collective,1340.51
CA,* Independent Kiva Sales & Service,Doja Fields,72.0
CA,* Independent Kiva Sales & Service,Doobie Nights,12045.21
CA,* Independent Kiva Sales & Service,Down Under Industries,4620.75
CA,* Independent Kiva Sales & Service,Down Under Industries Inc,663.0600000000001
CA,* Independent Kiva Sales & Service,Dr Green RX,724.8
CA,* Independent Kiva Sales & Service,Dr Greenthumb Cat City,1.36000000000001
CA,* Independent Kiva Sales & Service,Dr. Greenthumb DTLA,2634.16
CA,* Independent Kiva Sales & Service,Dutchman's Flat,6854.25
CA,* Independent Kiva Sales & Service,"ELEVATION 2477, LLC",4692.77
CA,* Independent Kiva Sales & Service,EMERALD CITY DISTRIBUTION,0.009999999999999787
CA,* Independent Kiva Sales & Service,Eagle Eye LLC,2244.04
CA,* Independent Kiva Sales & Service,Earth's Natural Remedy,72.03999999999999
CA,* Independent Kiva Sales & Service,Eco Cannabis,1234.48
CA,* Independent Kiva Sales & Service,Eco Cannabis - Distro,2910.12
CA,* Independent Kiva Sales & Service,Elemental Wellness Center,74142.36
CA,* Independent Kiva Sales & Service,Elevate - Shasta Wellness,1080.3
CA,* Independent Kiva Sales & Service,Elevated - San Francisco,387.4
CA,* Independent Kiva Sales & Service,Emerald Triangle Cannabis,424.0
CA,* Independent Kiva Sales & Service,Empire Gardens - Perris,0.03999999999999915
CA,* Independent Kiva Sales & Service,Erb and Arbor,276.04
CA,* Independent Kiva Sales & Service,"Euphoric Caregivers, Prop- 215",2725.65
CA,* Independent Kiva Sales & Service,Euphorium Oakland,144.8
CA,* Independent Kiva Sales & Service,Eureka Sky,17319.68
CA,* Independent Kiva Sales & Service,Evergreen,0.0799999999999983
CA,* Independent Kiva Sales & Service,Evergreen Evolution LLC,1140.0
CA,* Independent Kiva Sales & Service,Evolv Cannabis,0.02999999999999936
CA,* Independent Kiva Sales & Service,Exclusive Care Delivery,0.03999999999999915
CA,* Independent Kiva Sales & Service,Exhale Med Center,192.26
CA,* Independent Kiva Sales & Service,Exhalence,5487.1
CA,* Independent Kiva Sales & Service,Extrax,708.0
CA,* Independent Kiva Sales & Service,F Street Dispensary,0.29999999999999893
CA,* Independent Kiva Sales & Service,Farmhouse Artisan Market,9211.85
CA,* Independent Kiva Sales & Service,Field of Dreams,0.1999999999999993
CA,* Independent Kiva Sales & Service,Fig & Thistle Apothecary,24449.47
CA,* Independent Kiva Sales & Service,Fig and Thistle Apothecary,3942.78
CA,* Independent Kiva Sales & Service,Fiori,811.44
CA,* Independent Kiva Sales & Service,Firefly Marin,1685.94
CA,* Independent Kiva Sales & Service,Firehaus,1287.1
CA,* Independent Kiva Sales & Service,Firehouse 64,639.6
CA,* Independent Kiva Sales & Service,Fireplace Management Incorporated,2832.33
CA,* Independent Kiva Sales & Service,Flight on Cherry,564.15
CA,* Independent Kiva Sales & Service,"Flor X, Inc.",4800.8
CA,* Independent Kiva Sales & Service,"Flor X, Inc. - Distro",14477.35
CA,* Independent Kiva Sales & Service,Flora Terra,26394.13
CA,* Independent Kiva Sales & Service,Flora Verde,1143.36
CA,* Independent Kiva Sales & Service,Flower Market Delivery,9994.07
CA,* Independent Kiva Sales & Service,Flower Power SF,0.5999999999999979
CA,* Independent Kiva Sales & Service,Flowsent,5736.0
CA,* Independent Kiva Sales & Service,Foggy Daze Delivery Service,388.36
CA,* Independent Kiva Sales & Service,Foothill Health and Wellness,504.0
CA,* Independent Kiva Sales & Service,Foothill Wellness Center,1560.58
CA,* Independent Kiva Sales & Service,Fountain Of Wellbeing A Cooperative Corporation (K,7083.54
CA,* Independent Kiva Sales & Service,GBH Retail,1152.11
CA,* Independent Kiva Sales & Service,Ganjery,216.0
CA,* Independent Kiva Sales & Service,"Garden State Nectar, Inc.",0.03999999999999915
CA,* Independent Kiva Sales & Service,Garden of Eden,17067.89
CA,* Independent Kiva Sales & Service,Genius Boutique,2330.7
CA,* Independent Kiva Sales & Service,Gilbert Express and Cannabis Express,4396.3
CA,* Independent Kiva Sales & Service,Global Greenz,158.4
CA,* Independent Kiva Sales & Service,Golden Gate Cannabis,1593.8
CA,* Independent Kiva Sales & Service,Golden State Greens,0.22999999999999865
CA,* Independent Kiva Sales & Service,Goldn Bloom,11007.01
CA,* Independent Kiva Sales & Service,Good Lyfe,822.33
CA,* Independent Kiva Sales & Service,Grass Roots,1.7999999999999954
CA,* Independent Kiva Sales & Service,Green Angel_2,5627.84
CA,* Independent Kiva Sales & Service,Green Bean,216.0
CA,* Independent Kiva Sales & Service,Green Brier,792.03
CA,* Independent Kiva Sales & Service,Green Chamber,7156.15
CA,* Independent Kiva Sales & Service,Green Cross Pharma,162.71999999999997
CA,* Independent Kiva Sales & Service,Green Cross of Torrance,4556.95
CA,* Independent Kiva Sales & Service,Green Dot Collective,0.3999999999999986
CA,* Independent Kiva Sales & Service,Green Frog Delivery,0.03999999999999915
CA,* Independent Kiva Sales & Service,Green Kong,799.6500000000001
CA,* Independent Kiva Sales & Service,Green Line Delivery,54.0
CA,* Independent Kiva Sales & Service,Green Pearl,0.02999999999999936
CA,* Independent Kiva Sales & Service,Green Qween,3005.2599999999998
CA,* Independent Kiva Sales & Service,Green Remedy,2099.56
CA,* Independent Kiva Sales & Service,Greenhouse Herbal Center,6983.53
CA,* Independent Kiva Sales & Service,Greenlight Discount Pharmacy,0.35999999999999766
CA,* Independent Kiva Sales & Service,Greenskeepers,2280.14
CA,* Independent Kiva Sales & Service,Greenwolf,0.049999999999998934
CA,* Independent Kiva Sales & Service,Greenwolf Bellflower,162.16
CA,* Independent Kiva Sales & Service,HCMA,0.9699999999999793
CA,* Independent Kiva Sales & Service,HEMPSVISION,0.09999999999999964
CA,* Independent Kiva Sales & Service,"HERBAL COOPERATIVE, INC.",2582.4
CA,* Independent Kiva Sales & Service,HHC,4.999999999999968
CA,* Independent Kiva Sales & Service,"HOME GROWN HOLISTIC COLLECTIVE, INC.",564.3
CA,* Independent Kiva Sales & Service,HOTN Cultivation Co.,3784.0
CA,* Independent Kiva Sales & Service,HPC - Port Hueneme,864.01
CA,* Independent Kiva Sales & Service,HPRC - Humboldt,1512.0
CA,* Independent Kiva Sales & Service,HSC Solutions,468.0
CA,* Independent Kiva Sales & Service,HYBRID LA,0.2999999999999994
CA,* Independent Kiva Sales & Service,Hall of Flowers 2019 (Community Gardens Inc.),15.0
CA,* Independent Kiva Sales & Service,Happy Leaf,0.02999999999999936
CA,* Independent Kiva Sales & Service,Harbor Collective,2172.97
CA,* Independent Kiva Sales & Service,Harvest Bloom - Redwood City,9520.58
CA,* Independent Kiva Sales & Service,Haze,3404.08
CA,* Independent Kiva Sales & Service,Hazy Bulldog Farms LLC,1182.74
CA,* Independent Kiva Sales & Service,"Heart of the Emerald, LLC",960.24
CA,* Independent Kiva Sales & Service,Herb Delivery LA,14251.44
CA,* Independent Kiva Sales & Service,Herb N Joy - Beverly Hills,396.65000000000003
CA,* Independent Kiva Sales & Service,Herb N Joy - Goleta,3762.96
CA,* Independent Kiva Sales & Service,Herb N Joy - Hanford,1116.0
CA,* Independent Kiva Sales & Service,Herbal Cruz,998.89
CA,* Independent Kiva Sales & Service,"Herbal Remedies Caregivers, Inc.",0.03999999999999915
CA,* Independent Kiva Sales & Service,Herban Delivery / Levitating Enterprises INC,108.0
CA,* Independent Kiva Sales & Service,Herban Legend,0.1999999999999993
CA,* Independent Kiva Sales & Service,Herbarium,5506.76
CA,* Independent Kiva Sales & Service,Hi Fidelity- Micro,3633.68
CA,* Independent Kiva Sales & Service,HiKei,15670.7
CA,* Independent Kiva Sales & Service,"High Hacks Holdings, Inc.",0.5999999999999979
CA,* Independent Kiva Sales & Service,High Now delivery (Pure CA),4790.16
CA,* Independent Kiva Sales & Service,High Road Delivery,360.0
CA,* Independent Kiva Sales & Service,High Tides,2316.45
CA,* Independent Kiva Sales & Service,Higher Vision,1096.08
CA,* Independent Kiva Sales & Service,Hightend,0.03999999999999915
CA,* Independent Kiva Sales & Service,Hightend Dispensary,636.0
CA,* Independent Kiva Sales & Service,Highway 29,1132.5
CA,* Independent Kiva Sales & Service,Holistic Healing Collective,0.03999999999999915
CA,* Independent Kiva Sales & Service,Hollywood High Grade,14582.7
CA,* Independent Kiva Sales & Service,House of Flowers,60.36
CA,* Independent Kiva Sales & Service,Humanity Wellness,0.45000000000000817
CA,* Independent Kiva Sales & Service,Humboldt Herb & Market,1838.7
CA,* Independent Kiva Sales & Service,Ice Kream,740.0
CA,* Independent Kiva Sales & Service,Iguana Collective,130.0
CA,* Independent Kiva Sales & Service,JAHnetics Delivery,1296.0
CA,* Independent Kiva Sales & Service,Jade Room - Torrance,420.0
CA,* Independent Kiva Sales & Service,"Jaguar Logistics Group, LLC",169.20000000000002
CA,* Independent Kiva Sales & Service,Jane Dispensary,3820.32
CA,* Independent Kiva Sales & Service,"Jayden's Journey Cooperative, Inc.",620.44
CA,* Independent Kiva Sales & Service,Josephine and Billie's,4380.16
CA,* Independent Kiva Sales & Service,Joy Reserve,396.0
CA,* Independent Kiva Sales & Service,Joy of Wellness of Palm Springs,0.06999999999999851
CA,* Independent Kiva Sales & Service,Jungle Boys OC,108.0
CA,* Independent Kiva Sales & Service,"KZD VENTURES, INC",2628.54
CA,* Independent Kiva Sales & Service,Kannabis Works,4680.69
CA,* Independent Kiva Sales & Service,"Kase's Journey, Inc",364.31
CA,* Independent Kiva Sales & Service,"Kepos Enterprises, Inc.",729.05
CA,* Independent Kiva Sales & Service,Kind Delivery,60.46
CA,* Independent Kiva Sales & Service,Kind Farma,0.049999999999998934
CA,* Independent Kiva Sales & Service,King's Crew,15848.31
CA,* Independent Kiva Sales & Service,Kiskanu,228.01
CA,* Independent Kiva Sales & Service,Klover Up,10948.04
CA,* Independent Kiva Sales & Service,Kush Alley - Medicinal,0.03999999999999915
CA,* Independent Kiva Sales & Service,Kushpharm,0.02999999999999936
CA,* Independent Kiva Sales & Service,L.B. Collective,144.48000000000002
CA,* Independent Kiva Sales & Service,LA Wonderland,2556.26
CA,* Independent Kiva Sales & Service,LAX CC,0.2
CA,* Independent Kiva Sales & Service,"LYTT, LLC",180.3
CA,* Independent Kiva Sales & Service,La Botica,1480.0
CA,* Independent Kiva Sales & Service,La Brea Collective,540.0
CA,* Independent Kiva Sales & Service,LaLaLand,120.02
CA,* Independent Kiva Sales & Service,Legacy Kush,1488.0
CA,* Independent Kiva Sales & Service,Lemonnade - Melrose,152.29999999999998
CA,* Independent Kiva Sales & Service,Libra,4834.72
CA,* Independent Kiva Sales & Service,Life Enhancement Services,426.0
CA,* Independent Kiva Sales & Service,Lighthouse Dispensary,1057.76
CA,* Independent Kiva Sales & Service,Lit La Mesa,12823.39
CA,* Independent Kiva Sales & Service,Livity,480.0
CA,* Independent Kiva Sales & Service,Long Beach Wellness Center,271.14
CA,* Independent Kiva Sales & Service,Los Angeles Kush #1,0.5999999999999979
CA,* Independent Kiva Sales & Service,Los Angeles Patients and Caregivers Group,6840.76
CA,* Independent Kiva Sales & Service,Los Angeles Valley Caregivers -LAVC,1752.3600000000001
CA,* Independent Kiva Sales & Service,Love In It,6387.13
CA,* Independent Kiva Sales & Service,Luvbrite Collective,12621.36
CA,* Independent Kiva Sales & Service,Lytt,1921.27
CA,* Independent Kiva Sales & Service,M&M Telegraph Inc,1776.0
CA,* Independent Kiva Sales & Service,"MAGNOLIA EXTRACTS, LLC : High Tide - NUG Ave.",1893.25
CA,* Independent Kiva Sales & Service,MARY JANE'S COLLECTIVE CAREGIVERS,1056.0
CA,* Independent Kiva Sales & Service,MCEC - Medical cannabis education center,4047.2000000000007
CA,* Independent Kiva Sales & Service,MISSION ORGANIC CENTER,13.499999999999996
CA,* Independent Kiva Sales & Service,MOCA Humboldt,0.019999999999999574
CA,* Independent Kiva Sales & Service,MOTA,9521.31
CA,* Independent Kiva Sales & Service,Mainstage,6602.0
CA,* Independent Kiva Sales & Service,Making You Smile,0.29999999999999893
CA,* Independent Kiva Sales & Service,Marie's Deliverables,0.4999999999999991
CA,* Independent Kiva Sales & Service,Marina Caregivers,0.2
CA,* Independent Kiva Sales & Service,Marina Caregivers / Highway,2664.16
CA,* Independent Kiva Sales & Service,Markt Dispensary,852.0
CA,* Independent Kiva Sales & Service,Mary Jane's Collective,1008.0
CA,* Independent Kiva Sales & Service,Marygold,0.03999999999999915
CA,* Independent Kiva Sales & Service,Mecca,14937.11
CA,* Independent Kiva Sales & Service,Mecca The Store,0.02999999999999936
CA,* Independent Kiva Sales & Service,Med Leaf,2322.88
CA,* Independent Kiva Sales & Service,Medallion Wellness,432.71999999999997
CA,* Independent Kiva Sales & Service,Medcare Farms,15069.44
CA,* Independent Kiva Sales & Service,MediThrive,10893.07
CA,* Independent Kiva Sales & Service,Megan's Organic Market,39028.92
CA,* Independent Kiva Sales & Service,Metro Cannabis Collective,0.14000000000000057
CA,* Independent Kiva Sales & Service,Mission Cannabis Club,11243.28
CA,* Independent Kiva Sales & Service,Mission Cannabis Club (Shambhala Healing Center),2389.4
CA,* Independent Kiva Sales & Service,Moonflower Delivery,4001.36
CA,* Independent Kiva Sales & Service,Mother Earth's Farmacy,2202.38
CA,* Independent Kiva Sales & Service,Mother Nature's Remedy,2033.6599999999999
CA,* Independent Kiva Sales & Service,Mount Shasta Patients Collective,0.03999999999999915
CA,* Independent Kiva Sales & Service,Mountain Remedy,8567.51
CA,* Independent Kiva Sales & Service,Movocan,96.0
CA,* Independent Kiva Sales & Service,NRC Holistic Health Services Clinic,1670.2
CA,* Independent Kiva Sales & Service,NXTLVL INC.,2903.25
CA,* Independent Kiva Sales & Service,Napa Cannabis Collective,1156.4
CA,* Independent Kiva Sales & Service,Natural Cannabis Company Distribution,33960.96
CA,* Independent Kiva Sales & Service,Natural Herbal Pain Relief,1591.9799999999998
CA,* Independent Kiva Sales & Service,Nela Rd,0.02999999999999936
CA,* Independent Kiva Sales & Service,New Age Care Center,0.02999999999999936
CA,* Independent Kiva Sales & Service,New Amsterdam Naturals,0.4
CA,* Independent Kiva Sales & Service,New life CA,2326.39
CA,* Independent Kiva Sales & Service,Nice Guys Delivery,74961.44
CA,* Independent Kiva Sales & Service,No Wait Meds,216.0
CA,* Independent Kiva Sales & Service,Northern Erudite Ventures,0.29999999999999893
CA,* Independent Kiva Sales & Service,Nugg Club,67758.94
CA,* Independent Kiva Sales & Service,OAKANNA,912.36
CA,* Independent Kiva Sales & Service,"OC Coast, Inc.",936.12
CA,* Independent Kiva Sales & Service,OC3,17342.67
CA,* Independent Kiva Sales & Service,OG Arabian Nights LLC,1782.37
CA,* Independent Kiva Sales & Service,OG Cannabis Cafe,10353.0
CA,* Independent Kiva Sales & Service,ONA.life,109533.67
CA,* Independent Kiva Sales & Service,Off the Charts - Palm Springs,0.03999999999999915
CA,* Independent Kiva Sales & Service,Off the Charts - Van Nuys,144.0
CA,* Independent Kiva Sales & Service,Ohana Gardens,8877.96
CA,* Independent Kiva Sales & Service,Ojai Greens,9232.0
CA,* Independent Kiva Sales & Service,Organic Greens Collective (OGC Goleta),2614.27
CA,* Independent Kiva Sales & Service,Originals,1345.9099999999999
CA,* Independent Kiva Sales & Service,PAC LA,0.03999999999999915
CA,* Independent Kiva Sales & Service,PCC,0.489999999999986
CA,* Independent Kiva Sales & Service,PORT RETAIL LLC : Leaf and Lion,528.0
CA,* Independent Kiva Sales & Service,PRESCOTT MOORE LLC,0.03999999999999937
CA,* Independent Kiva Sales & Service,PSA Organica,294.0
CA,* Independent Kiva Sales & Service,Pacific Paradise Retailer Corp,0.09999999999999964
CA,* Independent Kiva Sales & Service,Palm Royale Collective,162.76
CA,* Independent Kiva Sales & Service,Papa Bear Farm,0.03999999999999915
CA,* Independent Kiva Sales & Service,Phog Center LLC - Medicinal,0.5400000000000009
CA,* Independent Kiva Sales & Service,Phytologie Wellness Center - Micro,2.3000000000000007
CA,* Independent Kiva Sales & Service,Planet 13 Orange County,20030.15
CA,* Independent Kiva Sales & Service,Planet Budz,0.02999999999999936
CA,* Independent Kiva Sales & Service,Plant Galaxy,3091.38
CA,* Independent Kiva Sales & Service,Plantacea,0.1999999999999993
CA,* Independent Kiva Sales & Service,Plantshop (Wellmar LLC),360.03
CA,* Independent Kiva Sales & Service,Primetiming,0.0600000000000005
CA,* Independent Kiva Sales & Service,Proper Wellness Inc (Rio Dell),725.2
CA,* Independent Kiva Sales & Service,Proper Wellness Inc.,1156.8
CA,* Independent Kiva Sales & Service,Pure Aloha,1537.6
CA,* Independent Kiva Sales & Service,Pure CA,721.23
CA,* Independent Kiva Sales & Service,PureLife,0.29999999999999893
CA,* Independent Kiva Sales & Service,Purple Lotus Patient Center,14921.55
CA,* Independent Kiva Sales & Service,Purple Punch,450.6
CA,* Independent Kiva Sales & Service,Purple Star MD,2383.02
CA,* Independent Kiva Sales & Service,Quality Buds LLC,1056.0
CA,* Independent Kiva Sales & Service,R2H Dispensary,108.0
CA,* Independent Kiva Sales & Service,REEFER MADNESS,3852.8
CA,* Independent Kiva Sales & Service,Reefside,2379.64
CA,* Independent Kiva Sales & Service,Reese Dreams LLC,3831.5
CA,* Independent Kiva Sales & Service,Remedy,0.02999999999999936
CA,* Independent Kiva Sales & Service,Riverside Wellness-Guerneville,996.34
CA,* Independent Kiva Sales & Service,Rockstar Cannabis Club Inc,129.84
CA,* Independent Kiva Sales & Service,Roll Up Inc.,0.019999999999999574
CA,* Independent Kiva Sales & Service,Roots,433.06
CA,* Independent Kiva Sales & Service,Rose Collective,1575.6
CA,* Independent Kiva Sales & Service,Rose Mary Jane,1488.0
CA,* Independent Kiva Sales & Service,Royal Apothecary L.L.C.,4895.740000000001
CA,* Independent Kiva Sales & Service,Royal Highness,3294.42
CA,* Independent Kiva Sales & Service,SCSA - South coast Safe Access,0.03999999999999915
CA,* Independent Kiva Sales & Service,SEPTEM COMA INC - South Sacramento Care Center,240.1
CA,* Independent Kiva Sales & Service,SEPTEM COMA INC. : South Sacramento Care Center,0.4800000000000111
CA,* Independent Kiva Sales & Service,SLOCAL Roots,828.3
CA,* Independent Kiva Sales & Service,STC Alternative Healing,768.0
CA,* Independent Kiva Sales & Service,Sacramento Confidential Delivery,0.09999999999999964
CA,* Independent Kiva Sales & Service,Safeport,13276.14
CA,* Independent Kiva Sales & Service,Santa Barbara Care Center,0.3399999999999981
CA,* Independent Kiva Sales & Service,Santa Barbara Collective,1.1999999999999957
CA,* Independent Kiva Sales & Service,"Satlla, Inc",0.29999999999999893
CA,* Independent Kiva Sales & Service,Satori Wellness,7886.24
CA,* Independent Kiva Sales & Service,Sava,203592.02
CA,* Independent Kiva Sales & Service,"Seaweed Holistics, LLC",72.05
CA,* Independent Kiva Sales & Service,SeaweedSF,2196.8
CA,* Independent Kiva Sales & Service,Semilla HRC,0.03999999999999915
CA,* Independent Kiva Sales & Service,Serra,19203.79
CA,* Independent Kiva Sales & Service,Sespe Creek Collective,15521.28
CA,* Independent Kiva Sales & Service,Shango,0.02999999999999936
CA,* Independent Kiva Sales & Service,Shangri La Care Cooperative,10513.36
CA,* Independent Kiva Sales & Service,Shatter,0.03999999999999915
CA,* Independent Kiva Sales & Service,Shoot the Moon,96.0
CA,* Independent Kiva Sales & Service,Silverlake Caregivers Group,146.39999999999998
CA,* Independent Kiva Sales & Service,Sixty-Four and Hope (La Cienega),564.1800000000001
CA,* Independent Kiva Sales & Service,SkyHigh,0.2
CA,* Independent Kiva Sales & Service,Slo Driver,216.0
CA,* Independent Kiva Sales & Service,Smart Collective,1188.0
CA,* Independent Kiva Sales & Service,"Social Equity Enterprises, LLC",72.08
CA,* Independent Kiva Sales & Service,Society Jane,9541.29
CA,* Independent Kiva Sales & Service,"Sonoma Patient Group, Inc.",0.27999999999999403
CA,* Independent Kiva Sales & Service,Sovereign,1860.0
CA,* Independent Kiva Sales & Service,Space Booth LA,234.1
CA,* Independent Kiva Sales & Service,Space Flyt,0.009999999999999787
CA,* Independent Kiva Sales & Service,Stash Studio City,2298.0
